feature,n,mean_z,sd,t,p,positive_fraction,q_BH
surz_mean_H,67,0.4277329093954339,0.7458494016887071,4.694171165940339,1.3968648557928588e-05,0.7164179104477612,9.778053990550011e-05
surz_mean_lambda,67,0.40890798012094215,0.7895828328274093,4.239018288351431,7.133796009233374e-05,0.7014925373134329,0.0002496828603231681
surz_pivot_rate,67,0.2947815517534937,0.7814645840071277,3.087652391576985,0.002949479390221897,0.6119402985074627,0.006882118577184426
surz_tree_span_time,67,-0.3189689796185047,0.8764934563799447,-2.9787713786763126,0.004046007458849949,0.34328358208955223,0.007080513052987411
surz_tree_span_events,67,-0.12682745167657616,0.9092709499228664,-1.1417140657781342,0.257698293256376,0.4626865671641791,0.3607776105589264
surz_mean_D,67,-0.0697603044651768,0.795658581252142,-0.7176604576074429,0.4754992167006512,0.4626865671641791,0.5547490861507597
surz_multilevel,67,0.005418554714405011,0.9048464689079571,0.049016914333131184,0.9610538507808922,0.43283582089552236,0.9610538507808922
