feature,n,mean_z,sd,t,p,positive_fraction,q_BH
surz_mean_lambda,67,0.486104644071629,0.9813435654706388,4.054582040147719,0.00013501576728987014,0.746268656716418,0.000945110371029091
surz_mean_H,67,0.42191330800007454,0.9937099381885081,3.475369554443512,0.0009066228009244952,0.6716417910447762,0.003173179803235733
surz_pivot_rate,67,0.24157310902171805,1.2380331927053028,1.5971794045520795,0.11500298516960289,0.5671641791044776,0.2669087445965895
surz_mean_D,67,-0.19430227639905917,1.1464103541838166,-1.387315345591474,0.1700125734961336,0.3880597014925373,0.2669087445965895
surz_tree_span_time,67,-0.19050375395409505,1.1793084843008215,-1.322249819481921,0.1906491032832782,0.40298507462686567,0.2669087445965895
surz_multilevel,67,-0.05352379514403175,1.0612853937870708,-0.4128118105724473,0.6810825148513591,0.3880597014925373,0.7945962673265856
surz_tree_span_events,67,0.005188072871473966,1.1527103494278441,0.03684031003996285,0.970723535482022,0.44776119402985076,0.970723535482022
