subject,task,surz_mean_H,surz_mean_D,surz_mean_lambda,surz_multilevel,surz_pivot_rate,surz_tree_span_events,surz_tree_span_time
sub-64,msit,-0.060744848250060435,0.7974307181840031,-0.38993538895297564,1.2596358407043664,-0.5983254864986902,-0.3705926533669194,-0.6968923258717673
sub-64,sternberg,-0.03776163950015793,0.40646891971327953,-0.18335061763585023,-0.6096757069501468,-0.5556659206597006,-1.565477264138451,-1.4641406331130018
sub-65,msit,1.5528889822719063,0.6756995134918333,0.7203804972310933,0.052934506028402994,0.05761931022985545,-0.07106601824057701,-0.8798624738366316
sub-65,sternberg,0.6078493171261918,1.7360914892503203,-0.16601218292061892,1.4251694867610478,-0.3868614173183647,-1.2356449605543434,-1.6283184595427915
sub-66,msit,-0.5227351102950265,0.3266209985492437,-0.5420570943555474,1.0501776795903401,0.06793494075215639,-0.41883876802976105,-0.5619576334417755
sub-66,sternberg,-0.2748897746078804,1.827639238960312,-1.4820085280573485,1.217341492687524,0.7132015488302752,0.3858150848991946,0.6491966533666407
sub-67,msit,-0.31003167218778793,0.1724370901248738,-0.5431525744163652,0.5432129556855544,-0.4369354325952015,0.23583244834331207,0.1521108023855861
sub-67,sternberg,0.4786801808068304,-0.2974881267395798,0.34965168710237265,-0.5653378574890562,-0.1300670814041331,-0.10701688626162836,-0.01799446709253183
sub-68,msit,0.4796504447212895,0.011998589796772402,0.3191914655228252,-0.014221174428211636,0.8496243614464729,0.677351005599649,-0.2099814708994595
sub-68,sternberg,-0.6741596544021884,-0.5069099771779851,-0.23017069402029544,-0.36892740133113944,0.09753575005920094,-0.4588997226932754,-0.39123534289643513
sub-70,msit,-0.014589045237850595,-1.2422515924572919,0.6580543520359481,-1.4183698959046005,-0.4156937926498655,0.025483322749765447,-0.6240194285746955
sub-70,sternberg,-0.7557398081472131,-0.6183406277279184,-0.1367993506258658,-0.37976435643999107,0.1959503187920573,-0.0398301971331885,-0.38195159560265646
sub-72,msit,0.8863365958642457,1.6997032317185095,-0.10111787213068357,1.5724757386014991,-0.013397922144192526,-0.4653491386848045,-0.9368345824755387
sub-72,sternberg,0.009128273320611058,0.17744418673982074,0.007190026704389507,0.3552355456161887,0.24771403423949112,-0.7931315363574891,-0.894851754900451
sub-73,msit,0.8409535227666853,0.7269057076682849,0.2583673382929641,1.530454953056818,-0.3516684300534463,1.2758374302633295,0.2631712950697806
sub-73,sternberg,-0.7463824287079603,1.5004869854087644,-1.2804746351765282,1.5850643049491744,-0.09862592495949085,0.5247544386381888,1.1361666221513311
sub-74,msit,-0.3792401426705054,0.22552267284641125,-0.47392888562017876,0.42641677040035897,0.1104687004835363,0.4289802640664723,-0.31690790326381635
sub-74,sternberg,0.41571530216816127,-0.8052941209377069,0.6451787018889379,-0.7640538662188526,1.9238841085635006,-0.4755029474302156,-0.6938333444768281
sub-75,msit,0.526005842201201,-0.3163953030208859,0.5241950336553202,-0.5218113974374818,-0.48330244459803295,-1.1852131590344726,-0.9588143974788826
sub-75,sternberg,0.35227440101426644,0.9403399340995099,-0.44121421173451203,0.8290353593460473,-0.10075543307039148,-1.13102867349915,-1.4797914969224757
sub-76,msit,1.0008120560718847,-0.01992544842612795,0.8353148651425029,0.5250455662788972,1.0388176418065929,0.32254827859485347,-0.07267790080191167
sub-76,sternberg,0.6962139824435172,-0.05106092538533513,0.4987986852172843,-0.09850298598994955,-1.0337263635672405,0.4341819530312327,-0.01504227911416417
sub-78,msit,0.6351182549921361,0.0838688434939634,0.38820620692760194,0.468760734229703,0.5811261799383721,0.5651040836641725,-0.5586718946792896
sub-78,sternberg,-0.2767165325378733,-0.4738569460002581,0.11107701550178535,0.45019561171782596,0.778801295805953,-0.6642506339935746,-0.6335160692857148
sub-79,msit,-0.1309610861392132,1.0198495751490202,-0.6158524682657542,1.7093712909231713,-0.06864216875891149,-0.7018404444452164,-0.5705643680545118
sub-79,sternberg,-0.7537056015835469,0.8769962208235563,-0.8890508297096462,1.1106693604408724,1.3945484338731022,-0.5664256851003968,-0.9125277973326094
sub-80,msit,-1.0722320480005691,0.32819549615388555,-1.12396717656938,0.9998337980048456,0.22111422705807215,-0.027728026561275196,0.18905204207453236
sub-80,sternberg,0.8424483402109376,-0.248005312631886,0.7218889535788815,-1.001746585494184,-0.35461773365068805,-0.08382727299386974,-0.18972479569514705
