feature,n,mean_z,sd,t,p,positive_fraction,q_BH
surz_mean_H,67,0.4335525107907933,1.1119694869975467,3.1914367142715583,0.002168366625044378,0.6417910447761194,0.010969287584931438
surz_tree_span_time,67,-0.4474342052829143,1.1941626369039187,-3.0669246376176176,0.0031340821671232678,0.31343283582089554,0.010969287584931438
surz_pivot_rate,67,0.34798999448526935,1.0587905977695606,2.6902589350003088,0.009033940639247033,0.5373134328358209,0.021079194824909744
surz_mean_lambda,67,0.33171131617025523,1.1589731418331322,2.3427412105349594,0.022167098441592124,0.6567164179104478,0.03879242227278622
surz_tree_span_events,67,-0.2588429762246264,1.3539063531398499,-1.5648948452058191,0.12239008446015769,0.3880597014925373,0.17134611824422077
surz_mean_D,67,0.054781667468705574,1.1484685839198499,0.39043930320871334,0.6974690922925014,0.4626865671641791,0.7076566369827002
surz_multilevel,67,0.0643609045728418,1.398764080093188,0.3766301380933599,0.7076566369827002,0.47761194029850745,0.7076566369827002
