feature,n,mean_z,sd,t,p,positive_fraction,q_BH
surz_tree_span_time,67,-0.3919844682839043,1.1391842022570122,-2.816516545473237,0.00639640771247632,0.417910447761194,0.04477485398733424
surz_tree_span_events,67,-0.21778588331074214,1.1623163902653089,-1.5337082902404624,0.12988139979305333,0.44776119402985076,0.4545848992756866
surz_multilevel,67,0.14245402749128872,1.1879991303735704,0.9815128975923998,0.3299242189690379,0.47761194029850745,0.697202093131264
surz_mean_D,67,0.11566534497509638,1.1138446311520591,0.8499943579404289,0.398401196075008,0.4925373134328358,0.697202093131264
surz_mean_H,67,0.07622430917402444,1.2452264989878572,0.5010517049619483,0.6180017754968072,0.582089552238806,0.8184730865314919
surz_pivot_rate,67,0.05691867784945404,1.210439810319498,0.38490097032034043,0.7015483598841359,0.5074626865671642,0.8184730865314919
surz_mean_lambda,67,0.018703007216323782,1.233152287409168,0.12414582815406139,0.9015771389549342,0.5522388059701493,0.9015771389549342
