row_id,subject,session,speed_mean,theta_power,theta_frequency,theta_amp_cv,theta_cycle_duration_sd,raw_firing_rate,population_event_rate,active_units,events_per_cycle_mean,events_per_cycle_sd,events_per_cycle_q25,events_per_cycle_median,events_per_cycle_q75,frac_cycles_ge2,phase_sin,phase_cos,phase_R,phase_entropy8,population_isi_cv,cycle_phase_R_mean,cycle_phase_R_sd,cycle_phase_entropy8_mean,cycle_phase_entropy8_sd,cycle_pairdist_mean,cycle_pairdist_sd,cycle_gap_cv_mean,cycle_gap_cv_sd,cycle_occ32_mean,cycle_occ32_sd,n_ca1_pyramidal,n_theta_cycles,n_phase_events,lfp_source,tma_mean_d4,tma_sd_d4,tma_mean_d5,tma_sd_d5,tma_mean_d6,tma_sd_d6
M02_20240314:129,M02,M02_20240314,11.139008343089115,2.0850557962699588e-08,8.423586040914769,0.42752644419670105,0.01385864214610755,209.3,188.5,135,22.416666666666668,7.035552287058618,17.0,22.0,27.0,1.0,-0.003925616602101941,-0.0832866414499182,0.0833791047548121,0.996376877397959,1.0641164309560143,0.22455466472091615,0.12881486151077712,0.9012817159489124,0.06244437695530294,0.24650322512520179,0.015159935215496663,0.960526030138327,0.21969177463918918,0.7579173738358902,0.08213866314807991,156,84,1885,Best_Ripple_channel_LFP_CA1,0.9962415809332612,0.0709423812769231,1.0120186466517622,0.07419070703635579,1.0268963961445017,0.06492772455394344
M02_20240314:130,M02,M02_20240314,0.9584614326996552,1.278595030118839e-08,8.333333333333302,0.4832691252231598,0.019912001528694434,187.3,168.3,125,20.204819277108435,7.351387849964079,14.0,19.0,25.0,1.0,0.03475186529154353,-0.10751057650164879,0.11298768163370052,0.9938150857574608,1.2857204570347922,0.2875025837475286,0.1670788875810793,0.8573612736851047,0.09955259214016003,0.23830584349256348,0.025136332257844264,1.0576918812000948,0.291268097322906,0.7736256328535003,0.09926369710885864,156,83,1683,Best_Ripple_channel_LFP_CA1,0.9643156446226414,0.086471998345844,0.9861463105257693,0.07644916193050334,1.0005882967737385,0.0661081826684396
M02_20240314:131,M02,M02_20240314,7.931894534028368,1.4335275511184771e-08,8.054892601431584,0.5272356867790222,0.020827332468985573,202.0,181.0,129,22.419753086419753,8.169859542138505,17.0,22.0,28.0,1.0,0.024501441006559373,-0.09413281386250368,0.09726925134424894,0.9957316762766646,1.1711447981243541,0.26018423614127795,0.15858981657953314,0.8835010947998544,0.08537341685732179,0.2413905986819257,0.019246048437794466,1.0442613555716154,0.292723288806466,0.7652189519660461,0.10281245152037725,156,81,1810,Best_Ripple_channel_LFP_CA1,0.9786771707898687,0.0799065444824245,1.003935954093169,0.07765022859980673,1.0193563561552461,0.07143214102967611
M02_20240314:132,M02,M02_20240314,12.034245447171328,1.9333975195229178e-08,8.290051937675026,0.46184825897216797,0.016295825324515914,202.7,183.1,127,22.072289156626507,6.716893758950437,17.0,21.0,26.0,1.0,-0.03283383300513086,-0.06687554691300589,0.0745010024410576,0.9962712498848416,1.0970866359909275,0.22305057835288944,0.13046866697976803,0.8874942304922061,0.07232823451574118,0.24644317542791905,0.01745127750695911,0.9885029230810642,0.223785846274899,0.7514164533009623,0.08695854166251728,156,83,1831,Best_Ripple_channel_LFP_CA1,0.9889524429413551,0.06894529966228437,1.002728960308961,0.07415731929528123,1.0177207722709374,0.06787738050439603
M02_20240314:133,M02,M02_20240314,2.7725705582082436,1.1858239543176546e-08,8.130918073281654,0.4472273886203766,0.01752324000516404,222.3,198.4,123,24.481012658227847,8.625931030379466,19.0,24.0,30.0,1.0,0.03260358988956142,-0.07721594537742359,0.0838170405956687,0.9962760980467964,1.1494721178839815,0.21758691264151428,0.13339890145056837,0.9068565039211203,0.08605406422337467,0.24625303895811654,0.01728383202007267,0.9657917460528093,0.2388069867433737,0.7412128074478781,0.10316566114985341,156,79,1950,Best_Ripple_channel_LFP_CA1,0.991993225664547,0.07468411951124929,1.0112653669507794,0.0826587954887714,1.0242621231966231,0.07715100377270995
M02_20240314:134,M02,M02_20240314,11.196504007354571,1.8610781212822785e-08,8.306645316252846,0.38959577679634094,0.018871730907484816,212.3,187.7,135,22.650602409638555,7.673892602940018,18.0,22.0,27.5,1.0,0.020128229659000043,-0.08552383453657615,0.08786052528323003,0.9950973911174823,1.1541898466003226,0.2266169640132118,0.1338735378484588,0.8949239655775136,0.0755853979954408,0.24659825751510092,0.014956106269478108,0.9709124611257286,0.19835369470531783,0.7683540184664255,0.09431052892212612,156,83,1877,Best_Ripple_channel_LFP_CA1,0.997830104788033,0.062290294537575654,1.0194545422740355,0.06379238373681485,1.0297600699063592,0.058612511102153396
M02_20240314:135,M02,M02_20240314,7.523671965859946,1.2978099441994409e-08,8.763094278807516,0.4065507650375366,0.01622904752060301,217.5,195.6,134,22.24137931034483,6.4537090782029045,18.5,21.0,26.0,1.0,0.009356653737737733,-0.05049015317734915,0.05134980561832832,0.9977933335061765,1.0893498617744724,0.22614737689600092,0.1205774787733237,0.8923124044835374,0.07605097004691541,0.24658212115462264,0.015069884598359735,0.991429920707253,0.22124405752090018,0.7584922811264027,0.0817725748525228,156,87,1936,Best_Ripple_channel_LFP_CA1,0.9847683541028864,0.07065773210524658,1.004254055374735,0.0664240786487581,1.022244803811667,0.05818559924524473
M02_20240314:136,M02,M02_20240314,4.825777259675561,1.4455833975380846e-08,8.449304174949962,0.42606663703918457,0.01698508160703421,187.2,169.4,124,20.105882352941176,5.422667436682019,15.0,19.0,25.0,1.0,0.04568089494551166,-0.0981100316800427,0.10822348395464755,0.9940842892714453,1.1579566153423395,0.2735573252546239,0.14890760989006366,0.8738314696128123,0.08135564000796887,0.24065525011258979,0.019449598779338557,1.0597819713532568,0.31559425558971943,0.7629364471626445,0.08545223519919733,156,85,1694,Best_Ripple_channel_LFP_CA1,0.9789221683508579,0.08547266119626461,0.9914486525799896,0.08198525574988529,1.0045716273559706,0.07120866604818625
M02_20240314:137,M02,M02_20240314,11.461527181247378,1.5924119332241923e-08,8.406725380304083,0.4060792028903961,0.015623510829799717,194.0,172.2,132,20.488095238095237,7.56098745323181,15.0,21.0,26.0,1.0,0.016467303407233826,-0.0459219756169331,0.04878524291287369,0.9976111937202349,1.1272496193451673,0.24555667366466233,0.13189933477582125,0.8725887928456648,0.09499723857893108,0.24581018912451075,0.017666278299034336,0.971197782381958,0.21410622452438233,0.7771059259968831,0.09715203866179815,156,84,1722,Best_Ripple_channel_LFP_CA1,0.9869774304644905,0.07458186072497025,1.0055099544750812,0.07577417683386231,1.019367577262702,0.0691553066170665
M02_20240314:138,M02,M02_20240314,3.7382969209013477,1.7241321026558296e-08,8.236239453596466,0.4551796317100525,0.018974935527185204,211.2,188.2,127,22.829268292682926,6.054902876240925,19.0,23.0,26.75,1.0,0.004437980208778856,-0.08538629076980916,0.08550154571561798,0.9950354607659454,1.1009048165083362,0.2334326956319935,0.12187776787650872,0.9019952259855137,0.06469984635243799,0.24555183062174185,0.012683581338500702,0.9794672016544418,0.21822007738014654,0.7542508011081736,0.08939247274353374,156,82,1869,Best_Ripple_channel_LFP_CA1,0.9999083518531969,0.06791070581587981,1.014494254309496,0.06529205101497006,1.028953772715708,0.05751131434535871
M02_20240314:139,M02,M02_20240314,8.199733308502005,2.0362167971692253e-08,8.175211949939149,0.42949727177619934,0.019285893264500288,217.5,193.6,132,23.77777777777778,6.6670833203133135,19.0,24.0,27.0,1.0,0.025137032835514467,-0.04950121590395929,0.05551793219982283,0.997972555636664,1.1284234499015673,0.20616626771410185,0.13534077330928274,0.9065354224153915,0.07712038809764347,0.2468914588179756,0.01857725564848414,0.9780013696846496,0.26462757039565565,0.7393675511893203,0.09242472284184054,156,81,1936,Best_Ripple_channel_LFP_CA1,0.9923608443626013,0.07934653777035566,1.0064174452015215,0.07707860813037935,1.0226757593755238,0.06929383539444921
M02_20240314:140,M02,M02_20240314,1.0452665721524859,1.221596340716797e-08,8.154335719967778,0.3718045651912689,0.017556618951677018,209.3,185.7,136,22.73170731707317,9.100330723182747,17.25,21.5,27.0,1.0,0.040973955264062466,-0.09908268375889974,0.1072205354903972,0.9938018271085383,1.201227512873752,0.2531768851914464,0.13437938557313753,0.8824747434003485,0.08245179554751621,0.24355243025360437,0.01733501906479356,1.013055845108385,0.2600974699431945,0.7463814621281364,0.10650302392977627,156,82,1857,Best_Ripple_channel_LFP_CA1,0.9771625583046362,0.07395998137403072,0.9940250198783728,0.07625275026409044,1.0124312546269745,0.06846886794888331
M02_20240314:141,M02,M02_20240314,3.5971269219061623,1.4640422965316039e-08,8.186900958466763,0.4472828507423401,0.020213137123568505,200.6,180.3,133,22.048780487804876,7.081365633489781,17.0,21.5,25.75,1.0,0.05657768255125532,-0.08933489460450357,0.10574382987611325,0.9939923507493388,1.3065946155627914,0.27894931585878374,0.1618635180619443,0.865190145543798,0.10125569998956942,0.23866548083881958,0.02304476636680469,1.0977097270349576,0.30905599534932826,0.7410757999792921,0.09358120702198992,156,82,1803,Best_Ripple_channel_LFP_CA1,0.9608698285370697,0.084616342409402,0.9787762345613403,0.08280287409396563,1.0025648708293085,0.073298836239538
M02_20240314:142,M02,M02_20240314,7.791065520765961,2.0110531823897337e-08,8.303321328531334,0.4164462089538574,0.01602451838708471,182.3,164.3,129,19.759036144578314,6.694720091865958,15.5,19.0,23.5,1.0,0.06649285112728588,-0.06313310134198663,0.09169017251643143,0.9951361279712346,1.157452093107687,0.2648041236105206,0.1536691459239304,0.8670540716249631,0.093802265795587,0.2423472449469654,0.021653039210849642,1.025981210988186,0.2201159205527528,0.7837181220543435,0.09265619214765004,156,83,1643,Best_Ripple_channel_LFP_CA1,0.9847190225289758,0.07053033584878284,1.0025878255151988,0.07167579674752378,1.0173122058779112,0.06626818666041806
M02_20240314:143,M02,M02_20240314,1.7538268977875977,1.734318469471383e-08,8.303321328531334,0.44254839420318604,0.01959603790906493,181.9,163.9,132,19.771084337349397,7.660996084387173,14.0,19.0,24.0,1.0,0.030821039878808916,-0.10143717347421075,0.10601620942878619,0.9931134458769929,1.2592156161951373,0.2833324875308827,0.14724121006880356,0.8541497359050387,0.0849916544511581,0.2406558036557873,0.018965776843991557,1.081579045311838,0.29155657411980984,0.7650500071511641,0.10798911693836426,156,83,1639,Best_Ripple_channel_LFP_CA1,0.9603060901233199,0.07860433159712513,0.9758744189268286,0.08023691545502706,0.9953571439685844,0.06830508205418699
M02_20240314:144,M02,M02_20240314,10.802186641246637,1.9225900128529055e-08,8.220304151253622,0.48750370740890503,0.015204179971572201,238.1,209.0,133,25.2375,8.277227796792838,19.0,26.0,31.0,1.0,-0.04501522214013204,-0.07679136819079095,0.08901283308006241,0.9957805492428933,1.1309003937442825,0.23725532135544264,0.13699207882694472,0.8970153672710761,0.07376265843567326,0.24350891096635108,0.016706407663080347,0.9819930983854697,0.18499548025851617,0.7197754696342841,0.09876304152204253,156,80,2028,Best_Ripple_channel_LFP_CA1,0.9861310984974271,0.06599016218728351,0.9998262134585847,0.06558397204804971,1.018095807486685,0.05947940864492319
M02_20240314:145,M02,M02_20240314,3.794952625001671,1.0925475313112513e-08,8.624147613316715,0.42790427803993225,0.016909382690731826,187.0,166.9,129,19.38372093023256,6.887616517047803,14.0,20.0,24.0,1.0,0.03788617058288536,-0.09987483938741414,0.10681921860834434,0.9946898821983069,1.184751508602748,0.27347827579373213,0.1560381691494839,0.8568372177237472,0.10130162502520507,0.24192747411015236,0.021597207393751382,1.027668567441126,0.2878783384054402,0.7786227143691247,0.10450731216313151,156,86,1669,Best_Ripple_channel_LFP_CA1,0.9802116852132317,0.09056131079305252,0.9954849973732501,0.09109158567259183,1.0105334353949733,0.0824167767247398
M02_20240314:146,M02,M02_20240314,8.290804831920411,1.585148411545e-08,8.240667196188099,0.5496326684951782,0.021140894214044408,183.7,166.1,126,20.10843373493976,6.598248193590018,16.0,19.0,25.0,1.0,0.04350667377233064,-0.07358178101749155,0.08548163054386645,0.9952446828219284,1.2263474804748442,0.26248114046488724,0.1599033764459457,0.8650067554443414,0.09083246629762216,0.24177009523606371,0.023304467295734384,1.0918517963495527,0.28975678056704257,0.7628413006411446,0.10756991145940037,156,83,1661,Best_Ripple_channel_LFP_CA1,0.9589500583549083,0.09194310340782298,0.9761200545375412,0.08709114163518923,0.9932606396314908,0.07398222625597177
M02_20240314:147,M02,M02_20240314,11.058260133469016,2.1312983963290428e-08,8.33668139815176,0.47398853302001953,0.01774061319261422,225.0,199.5,127,23.85542168674699,7.050570864485634,19.5,24.0,27.0,1.0,0.03294600365523631,-0.040906526347623325,0.0525241187901296,0.9968198341942237,1.1369399042365351,0.21842864709925056,0.13535010713285836,0.8993985086364351,0.0742534235729337,0.24578846528173234,0.0164006816041134,0.9956040914722798,0.24378533815138886,0.7439917972206849,0.08525001408299032,156,83,1976,Best_Ripple_channel_LFP_CA1,0.9919294910814633,0.07571785813869193,1.0095096236819259,0.07454111909584256,1.0260893956562378,0.06556659920374847
M02_20240314:148,M02,M02_20240314,9.816389332511724,1.4703171735709939e-08,8.370310609116437,0.4452521502971649,0.018592115657485368,193.5,173.8,126,20.819277108433734,9.00967579925273,13.5,20.0,26.5,1.0,0.05160190020953929,-0.07594275325246438,0.09181534663007018,0.9945527829371048,1.213038616591646,0.2536121827410822,0.15412698354693527,0.8783427475650927,0.10391269893430895,0.24405016311397218,0.021315172321300396,0.987179005681294,0.26696482586988596,0.7857787240919117,0.10610164290989009,156,83,1738,Best_Ripple_channel_LFP_CA1,0.9886865092456089,0.08567012163919913,1.0104554794067258,0.07859317874365022,1.0229613794851629,0.06941645504675524
M02_20240314:149,M02,M02_20240314,11.100529466765309,1.7457360545645507e-08,8.206565252201607,0.43487632274627686,0.022250605180468234,208.7,186.5,129,22.74390243902439,7.510997657936317,18.0,22.0,26.75,1.0,0.013179678519400766,-0.059383930197197905,0.06082890013423247,0.9978063368303519,1.1021707985316278,0.22132549185087516,0.11697139070356392,0.9000389628153974,0.07241816606371837,0.24763647012981588,0.011750527820098926,0.9624878671307697,0.20496102981879205,0.7548190860255661,0.10028086161177073,156,82,1848,Best_Ripple_channel_LFP_CA1,0.9995098031171902,0.06358502794183239,1.0132239289114378,0.06585215503690674,1.0274014457859715,0.05895824198973207
M02_20240314:150,M02,M02_20240314,5.469426967753467,1.440845444140942e-08,8.165322580645102,0.4502514600753784,0.021443580869163117,203.4,180.9,132,22.14814814814815,8.503104008406446,17.0,23.0,27.0,1.0,0.0062442773083255425,-0.06325119135329836,0.06355866743973504,0.9965136492024609,1.2412626589845843,0.23816501930537212,0.14056890275934092,0.8723183389918968,0.11219905542558435,0.2450241081163573,0.028292350608217755,0.9695369996603277,0.24658443188798765,0.7674898060412275,0.10212710483775503,156,81,1809,Best_Ripple_channel_LFP_CA1,0.9824936065998259,0.07546985113371521,1.004504245317361,0.07329441524433933,1.0225143287214806,0.06532040195446305
M02_20240314:151,M02,M02_20240314,5.940403535112025,2.0553835949948483e-08,8.496601359456298,0.4634746313095093,0.01662329370360451,212.4,188.9,134,22.270588235294117,9.10832721468986,16.0,22.0,29.0,1.0,0.00673514054676876,-0.04988243074722579,0.05033506745238855,0.9979344501315965,1.2567238498098645,0.2610302750425059,0.17664705061664598,0.8738667730189796,0.11038199161775882,0.24104385778521434,0.026502018792882918,0.9805295622651842,0.24200198466848286,0.7588583008399088,0.1100201128628946,156,85,1871,Best_Ripple_channel_LFP_CA1,0.9861282417089327,0.080165826973682,1.0039699297375924,0.08256563841423117,1.017318289260712,0.0735910932158246
M02_20240314:152,M02,M02_20240314,2.3640268374384763,1.7118757800784526e-08,8.431531897602557,0.49704688787460327,0.017451633342411392,221.0,192.6,130,22.783132530120483,7.79156547213792,17.0,21.0,27.0,1.0,0.014328450491659124,-0.11240728901656429,0.11331682627723626,0.9923293470636997,1.208444856864735,0.255019012321365,0.13623474732465998,0.877548858007209,0.06920610149371058,0.24253309972077053,0.01510378918054971,1.087451134822387,0.257680101498498,0.7428980713437755,0.10164774898512097,156,83,1902,Best_Ripple_channel_LFP_CA1,0.9630715036516231,0.07799806361452949,0.984364439768524,0.0792056135599142,1.003113067412108,0.07066915857014504
M02_20240314:153,M02,M02_20240314,2.851758773221162,2.0335641856259292e-08,8.223024468512037,0.37713897228240967,0.019310175209178673,200.2,177.8,131,21.670731707317074,7.742865896907989,15.25,23.0,26.0,1.0,0.01891167377868743,-0.06698957930743069,0.06960786694690507,0.9969124163046316,1.1990137589867393,0.24105549062246817,0.14660231563815254,0.8749093019867953,0.0822715681236656,0.24487376926593507,0.020016825365656014,1.0228433667513581,0.2607845169514986,0.7566258192843757,0.10328332311740446,156,82,1778,Best_Ripple_channel_LFP_CA1,0.9808745708422372,0.083904331686075,0.9966969073320594,0.08264067755765679,1.0112352229485762,0.07429105940204658
M02_20240314:154,M02,M02_20240314,8.501841909758289,2.4191386754427565e-08,8.527287319421504,0.506924569606781,0.017837486099836673,206.9,185.6,133,21.75294117647059,7.701122185315932,16.0,22.0,27.0,1.0,-0.03827577059626597,-0.0454961383655373,0.059455304396782746,0.9974084804036454,1.175132376777685,0.24409690661796077,0.15253179763876545,0.8760784015837904,0.10044910581069802,0.24341159923133351,0.01994137640823575,0.9890494913312415,0.24447735324469075,0.7557691319133426,0.09268106289436692,156,85,1856,Best_Ripple_channel_LFP_CA1,0.9796419295295655,0.08983731193024026,0.9951285938141231,0.08085626134336069,1.0135240314736136,0.06859219584434972
M02_20240314:155,M02,M02_20240314,2.4469720076370516,1.920843291746131e-08,8.4,0.40907177329063416,0.013427094314644793,188.0,168.5,130,20.05952380952381,7.3309891679192365,15.0,19.0,25.0,1.0,0.05876619813839769,-0.0959773072691309,0.11253936890828285,0.9935808348349421,1.2795779930677376,0.29523953541921616,0.17926834954549317,0.8506735052789912,0.0884767689453316,0.23690056296673814,0.02432712580529384,1.0918018082164491,0.26923948997654495,0.7563357710515539,0.09150005332182644,156,84,1685,Best_Ripple_channel_LFP_CA1,0.9527876507222014,0.07322444743873242,0.9692388078477363,0.06737237033231064,0.9888143750492531,0.06101510243490988
M02_20240314:156,M02,M02_20240314,0.4321131670730112,1.403261334645045e-08,7.8062449959973605,0.43393537402153015,0.018750300252945083,177.2,159.5,116,20.423076923076923,7.805291629566279,14.25,19.0,24.75,1.0,0.05954801114623647,-0.06918181972633114,0.0912802816172194,0.9944202918497483,1.1765586235356509,0.27528677867792317,0.16161624330929988,0.8616007823755576,0.09274628767282996,0.24051794755426165,0.024740973194082475,1.063322173855111,0.30266252473069427,0.7633400168072877,0.09880767993060714,156,78,1595,Best_Ripple_channel_LFP_CA1,0.9653520878939954,0.08741223752521783,0.9833755687168594,0.08149016839592699,0.999936794095209,0.06909440178306196
M02_20240314:157,M02,M02_20240314,1.5959463005326127,1.2580368531095823e-08,8.548707753478785,0.46411168575286865,0.022011214651916636,183.8,165.0,120,19.25581395348837,7.308634774762099,15.0,18.0,23.0,1.0,0.06497031401745505,-0.04785681955263602,0.08069335091084198,0.9948739529147645,1.1777305973929821,0.2498945728149227,0.1545159210258224,0.8649909987591501,0.10593487855989371,0.24584355131853744,0.022738272888791967,0.9870165677109225,0.23084729742199486,0.7917847511381263,0.11653175411412572,156,86,1650,Best_Ripple_channel_LFP_CA1,0.989563851761767,0.07912713590920424,1.0038942001396933,0.08317146325605076,1.018374997829855,0.07209366363679746
M02_20240314:158,M02,M02_20240314,4.711534610801344,1.3615634136177669e-08,8.259468170830072,0.4938971996307373,0.01878322109648765,208.6,185.3,126,22.475609756097562,6.822666669844342,17.0,22.0,26.75,1.0,-0.006004208680602865,-0.07512208600746771,0.07536165024728163,0.997097834456353,1.1709083665114877,0.23711950384712938,0.12476627176921858,0.8867935959070494,0.06658036224458347,0.2453434610549272,0.014888661013245288,1.037169045500238,0.2794790724024989,0.7514387056931563,0.09940973510651188,156,82,1853,Best_Ripple_channel_LFP_CA1,0.9775169448357597,0.08495822531727722,0.9970088104547852,0.08883622318395346,1.0145845995702023,0.0756653162363712
M02_20240314:159,M02,M02_20240314,6.735295188934512,2.2570033466447356e-08,8.459394904458788,0.44307804107666016,0.01706576503222005,206.4,184.0,135,21.71764705882353,8.623903332219895,16.0,21.0,26.0,1.0,-0.0031066577860751655,-0.08960837757605641,0.08966221419535027,0.9957490125472224,1.2908045288256904,0.2623947986425024,0.16492121071655533,0.8747184718790596,0.08594641068777922,0.24115602831385,0.021817269395180295,1.0620274603266842,0.27623862509899116,0.7507666503662285,0.09730657399555773,156,85,1840,Best_Ripple_channel_LFP_CA1,0.9711375952889648,0.07909550288500643,0.9877356069201638,0.07612349554664974,1.0074724785522533,0.07286810267722248
M02_20240314:160,M02,M02_20240314,1.55782535785934,1.0963078015671925e-08,8.353462157809476,0.4824965000152588,0.021034541928823283,203.9,181.0,132,21.734939759036145,9.55738041636703,16.0,20.0,26.0,1.0,0.01799566508850937,-0.08915345822238908,0.0909515424552496,0.996067130525375,1.258525451507063,0.2645825565727166,0.16876870719299347,0.8623822093148797,0.10315786690090901,0.24042380418807816,0.024329558173805485,1.0560261342437054,0.2944649619912873,0.7456923109504608,0.12169904068794164,156,83,1810,Best_Ripple_channel_LFP_CA1,0.968058864616391,0.09084544445473501,0.9797420538038546,0.08796971436122329,0.9989030959017207,0.0764912836911069
M02_20240314:161,M02,M02_20240314,3.535847497662959,1.6499867862476382e-08,8.603441376551322,0.4382723867893219,0.01770189382929231,210.4,186.9,135,21.686046511627907,6.6283910351953645,17.0,22.0,27.0,1.0,0.0037087095663938465,-0.07510911854945264,0.07520062643305302,0.9970144820206556,1.3110451978018487,0.27349646619377627,0.17458404860522048,0.8688925487307678,0.10626113212945194,0.23807005616098947,0.030174999012307118,1.0874226188457263,0.32020146105234026,0.7442808914914995,0.08632500293933497,156,86,1869,Best_Ripple_channel_LFP_CA1,0.9607385835473614,0.10051344740289465,0.978798647861095,0.09407375208191532,0.998519148382298,0.08163602797793688
M02_20240314:162,M02,M02_20240314,5.639635559105042,1.790901186653182e-08,8.466135458166594,0.5722024440765381,0.018491575794171183,188.2,170.3,128,20.152941176470588,8.259923155345508,14.0,19.0,24.0,1.0,-1.976251815341017e-05,-0.11805115456810064,0.11805115622228658,0.9928649352167175,1.2522302208156453,0.2890075115366758,0.15314475928631144,0.857179101628467,0.10463250835056138,0.23987281331246055,0.019784294029074383,1.0342100746940996,0.24565111606309198,0.7812225432411516,0.11048257149408648,156,85,1703,Best_Ripple_channel_LFP_CA1,0.9690921847108482,0.0805681732718993,0.9900738512330831,0.07588149891994295,1.006291655458705,0.06624613848884608
M02_20240314:163,M02,M02_20240314,3.0676451629260866,1.5638782104524357e-08,8.634538152611198,0.36486491560935974,0.013469365352906174,203.1,182.7,123,21.174418604651162,6.740905612863315,16.25,21.0,25.0,1.0,-0.002829098655361134,-0.0898247685089969,0.08986930976087804,0.995976534810418,1.1572683897750322,0.2477877840402105,0.1671678615765106,0.880899520638498,0.07495422580148126,0.24246294847202632,0.024637494946889122,1.0430984305245186,0.2976911499293221,0.766236070977831,0.10989257148096672,156,86,1827,Best_Ripple_channel_LFP_CA1,0.9766769650884385,0.08012961554282501,0.995118804120714,0.07690988910457257,1.014646006810966,0.0661446069654126
M02_20240314:164,M02,M02_20240314,5.338078048915716,1.5528174358613363e-08,8.290051937674273,0.4279860556125641,0.017227113374072903,212.1,187.5,129,22.55421686746988,7.7558050832251,17.0,21.0,26.5,1.0,0.007284573651275814,-0.09942780898890703,0.09969430381729662,0.995343106031746,1.1293252218443852,0.2489440200227977,0.14647615222754318,0.8887070106078966,0.07434295940452236,0.24326387311624187,0.01775828359532649,0.9917185038826154,0.23217758998229912,0.7567547915893639,0.0882571415701574,156,83,1857,Best_Ripple_channel_LFP_CA1,0.9779807807918975,0.07202866378545066,1.000497003438353,0.07291897406876087,1.0157455444541963,0.06648887721949923
M02_20240314:165,M02,M02_20240314,7.528083178336366,1.6620569714027353e-08,8.32639467110726,0.4677495062351227,0.01557635338614136,196.8,178.1,126,21.5,8.220074224309935,16.0,20.0,27.0,1.0,-0.024555347256948724,-0.046205047956269354,0.052324674251737965,0.998122060999574,1.1917738883810174,0.22197438336840306,0.15494021863941593,0.8769058971406402,0.10027663685841197,0.24583850603279314,0.022908338873810604,1.0079079273964973,0.28232906619425935,0.7611587104226666,0.09306010847891463,156,80,1739,Best_Ripple_channel_LFP_CA1,0.9765028869477053,0.08827786583989458,0.9963329408371058,0.08141776895637018,1.0131217177884189,0.07235590207894947
M02_20240314:166,M02,M02_20240314,3.1828304755220325,1.512155990264958e-08,8.558917197452422,0.41694626212120056,0.017082402686133435,196.0,175.3,130,20.523255813953487,7.058956337099943,15.0,20.0,26.0,1.0,0.02476846005927202,-0.08707980878954595,0.0905338042530614,0.9953327484504575,1.18204815643718,0.23741713663664274,0.14325215645657632,0.8687746366534869,0.10580036291305653,0.24525958165251632,0.01962403315379053,1.0144355608001385,0.23225916838791041,0.7630755219684815,0.09789032157500305,156,86,1753,Best_Ripple_channel_LFP_CA1,0.9774265352471803,0.08699118038123484,0.9925863536624543,0.08957903874997923,1.0083863160740567,0.08121498240263791
M02_20240314:167,M02,M02_20240314,9.199538859939995,1.8061139012910215e-08,8.824709185720236,0.439849317073822,0.014425030492218719,235.6,208.9,135,23.670454545454547,8.011086557826633,18.75,23.0,29.0,1.0,-0.002229085795436357,-0.04370234840869297,0.04375915995443931,0.9985406379210173,1.1092538626857293,0.2144800418868792,0.13367932134634855,0.9039167717202449,0.07594409904774907,0.24728601816220278,0.014869730032566733,0.9488310826048765,0.2503310387658062,0.7563822972545391,0.08706465336629271,156,88,2089,Best_Ripple_channel_LFP_CA1,0.9962387687241101,0.071505171521728,1.0177214676726447,0.07164793621773656,1.0314235074207636,0.06267454864533538
M02_20240314:168,M02,M02_20240314,2.161575052954721,1.1926899610735161e-08,8.303321328531334,0.4709288477897644,0.02272217825516504,199.6,174.7,125,21.08433734939759,8.666173121264908,15.0,20.0,26.0,1.0,0.08027448413663013,-0.09446518251263035,0.12396638056564628,0.9900733665590082,1.3132598787252687,0.2798539077283272,0.17274066900205443,0.8460195839128617,0.10976564877692836,0.2391217506132568,0.027490861859726747,1.1077497312210747,0.37249143036441973,0.7539406068267721,0.10557023319807386,156,83,1747,Best_Ripple_channel_LFP_CA1,0.9460562979196943,0.09497446860670998,0.9695850397524967,0.09059595007364236,0.9954231223850557,0.07963126238548578
M02_20240314:169,M02,M02_20240314,2.1423391336398505,9.83897281028979e-09,8.620689655171924,0.4242567718029022,0.016349132015107976,168.4,151.7,122,17.61627906976744,6.551458938823182,13.25,17.0,20.0,1.0,0.008512412971259356,-0.08639118712594653,0.08680955239847497,0.9955870400904907,1.175187041993002,0.2754883927816403,0.1412472429516963,0.8467833753356283,0.08311007473847601,0.24327963517173662,0.019211904204748893,1.044922575433844,0.25781875961781325,0.8028287592933165,0.10330785194364417,156,86,1517,Best_Ripple_channel_LFP_CA1,0.9753116430597483,0.08970951891304757,0.9926720302805913,0.08282204205813729,1.0059501092245295,0.07018061242213067
M02_20240314:170,M02,M02_20240314,1.6799784212316573,1.3946184426003522e-08,7.749597423510705,0.4194560647010803,0.022312635998886374,140.8,126.2,121,16.142857142857142,7.079834754454087,12.0,15.0,20.0,1.0,0.0006937485823541384,-0.12519764880740944,0.12519957090181638,0.9895456752848233,1.4833609735007947,0.40996433648090963,0.19506971502173676,0.7640937343964211,0.1370937780671303,0.2213746266502675,0.04141830171845354,1.2381087272652767,0.399547556095679,0.775169256101424,0.11680724608498053,156,77,1249,Best_Ripple_channel_LFP_CA1,0.9109327112178831,0.12533529149712308,0.9298321392710172,0.10849536292805266,0.9518645273597793,0.09185213239322243
