key,subject,run,n_frames,n_events,mean_H,sd_H,mean_D,sd_D,mean_lambda,sd_lambda,multilevel,pivot_rate,compound_pivot_fraction,pivot_depth,tree_span_events,tree_span_time,tree_root_fraction,projection_depth_mean,projection_error_ms_mean,projection_error_ms_max,surz_mean_H,surz_mean_D,surz_mean_lambda,surz_multilevel,surz_pivot_rate,surz_tree_span_events,surz_tree_span_time,tr,n_volumes,n_anchors,n_peaks
ds005256/sub-0001/ses-02/func/sub-0001_ses-02_task-faces_acq-mb8_run-01_bold.nii.gz,sub-0001,1,95,139,5.741007194244604,1.5148450415629542,1.1223021582733812,0.4577897697155078,5.618705035971223,1.6523838004410365,0.079136690647482,0.2805755395683453,0.6410256410256411,2.230769230769231,2.7518248175182483,3.739507299270073,0.014388489208633,1.589928057553957,93.2859123977708,227.76139370890996,-1.1052679283424776,-0.0247954368699753,-0.9888267966602956,-0.2889902184181165,0.8771539209999811,-0.1372907822573533,-0.0029367116913948,0.4600000083446502,914,96,152
ds005256/sub-0002/ses-02/func/sub-0002_ses-02_task-faces_acq-mb8_run-01_bold.nii.gz,sub-0002,1,95,90,5.9,1.506912909512004,1.0777777777777775,0.3082308261632075,5.822222222222222,1.5905463535752145,0.0666666666666666,0.2666666666666666,0.5833333333333334,2.375,2.4431818181818183,5.230113636363637,0.0222222222222222,1.6555555555555554,99.0054135027253,225.9007828689299,0.6228754559268135,-0.5954304927378974,0.7434591601874857,-0.4235438894902366,0.2838510057849618,-0.5752758393664511,-0.6241776650503122,0.4600000083446502,914,96,95
ds005256/sub-0003/ses-02/func/sub-0003_ses-02_task-faces_acq-mb8_run-01_bold.nii.gz,sub-0003,1,95,133,5.924812030075188,1.5453942330718582,1.0977443609022557,0.3451978276498446,5.827067669172933,1.6583639171634883,0.0827067669172932,0.2481203007518796,0.6666666666666666,2.393939393939394,2.717557251908397,3.854961832061069,0.0150375939849624,1.6616541353383458,106.7438125023384,229.5267388835213,1.5932899533338905,-0.4071348450788449,1.449574064741456,0.0813048882727244,-0.7225167776743852,-0.2354328393378802,0.0491083483136481,0.4600000083446502,914,96,147
ds005256/sub-0004/ses-02/func/sub-0004_ses-02_task-faces_acq-mb8_run-01_bold.nii.gz,sub-0004,1,95,141,5.886524822695035,1.3684829900376143,1.127659574468085,0.4114619202965243,5.75886524822695,1.5066552796549912,0.1063829787234042,0.2340425531914893,0.5757575757575758,2.0,2.4285714285714284,3.2410714285714284,0.0070921985815602,1.6595744680851063,102.44349804420612,222.2651951884132,0.3595985361959221,-0.0762543646133185,0.3089650972588673,0.8061521915311933,-2.3816176863502374,-1.2449061026281834,-1.2437334303551837,0.4600000083446502,914,96,150
ds005256/sub-0005/ses-02/func/sub-0005_ses-02_task-faces_acq-mb8_run-01_bold.nii.gz,sub-0005,1,95,142,5.880281690140845,1.4116154136719647,1.147887323943662,0.6296141236192793,5.732394366197183,1.5524654058239404,0.0915492957746478,0.2535211267605634,0.6388888888888888,2.111111111111111,2.3857142857142857,3.1517857142857144,0.0140845070422535,1.6901408450704225,97.47611482704652,212.91406700942164,0.68157313217095,0.0908279435842227,0.6768253006736914,-0.7648557458211227,-0.2010194089077104,-2.2992214073980337,-2.484689320239289,0.4600000083446502,914,96,150
ds005256/sub-0006/ses-02/func/sub-0006_ses-02_task-faces_acq-mb8_run-01_bold.nii.gz,sub-0006,1,95,48,5.75,1.577771118422333,1.1666666666666667,0.4763930673403309,5.583333333333333,1.760480269739438,0.125,0.25,0.8333333333333334,3.0,2.217391304347826,8.21195652173913,0.0416666666666666,1.5416666666666667,93.25100044005356,225.4188513972153,-0.1240154440394211,1.5823545030093848,-0.4861397291394054,1.8999486018453915,-0.3931249457006093,-0.2681875475427857,-0.4361874810126152,0.4600000083446502,914,96,53
ds005256/sub-0007/ses-02/func/sub-0007_ses-02_task-faces_acq-mb8_run-01_bold.nii.gz,sub-0007,1,95,133,5.819548872180451,1.5016888798654655,1.2330827067669172,0.6840965956637107,5.586466165413534,1.7238426928024395,0.150375939849624,0.2481203007518796,0.7272727272727273,2.242424242424242,2.984732824427481,4.3501908396946565,0.0150375939849624,1.5714285714285714,97.38253658029387,228.0800819386855,-0.0067925971947974,2.104748055393544,-0.9551763373608524,2.327582752261353,-0.8620398639191599,0.8308546731014883,1.10623618788736,0.4600000083446502,914,96,142
ds005256/sub-0008/ses-02/func/sub-0008_ses-02_task-faces_acq-mb8_run-01_bold.nii.gz,sub-0008,1,95,139,5.956834532374101,1.4032596813461249,1.1151079136690647,0.4184016635224689,5.841726618705036,1.5382042645577674,0.0863309352517985,0.2805755395683453,0.6153846153846154,2.0,3.1605839416058394,4.287408759124087,0.014388489208633,1.7050359712230216,99.48617131027169,229.6151205297573,1.6137608652601385,-0.72382169727129,1.6893516222349447,-0.6136820546753614,1.2137374354713653,1.1972621298172694,1.1782959405843605,0.4600000083446502,914,96,149
ds005256/sub-0009/ses-02/func/sub-0009_ses-02_task-faces_acq-mb8_run-01_bold.nii.gz,sub-0009,1,95,147,5.795918367346939,1.4615565708274254,1.1428571428571428,0.388181570282322,5.653061224489796,1.620303798778327,0.1292517006802721,0.2585034013605442,0.5526315789473685,2.0789473684210527,2.862068965517241,3.69051724137931,0.0136054421768707,1.5714285714285714,113.75411665987946,229.98942426079344,-0.4385574035251631,0.3743153459047105,-0.522694451741658,1.2746671572568609,-0.1936012568509914,0.2835452922676937,0.0941680170385887,0.4600000083446502,914,96,156
ds005256/sub-0010/ses-02/func/sub-0010_ses-02_task-faces_acq-mb8_run-01_bold.nii.gz,sub-0010,1,95,140,5.714285714285714,1.420739063348856,1.15,0.4476155853298854,5.564285714285714,1.5786831516550843,0.1214285714285714,0.2571428571428571,0.6944444444444444,2.2222222222222223,2.760869565217391,3.75,0.0142857142857142,1.5285714285714285,102.9267538207108,229.36332384898608,-1.9759690846543256,0.3152051360074301,-1.7106298751560172,0.7741834611072747,-0.4466662870829943,-0.2098029115026545,0.1978199947153275,0.4600000083446502,914,96,155
