feature,n,mean_z,t,p,positive_fraction,q_BH
surz_mean_D,106,0.18428240164485116,1.6193441597432527,0.1083730481244482,0.5660377358490566,0.5871320216930593
surz_pivot_rate,106,0.11186062133860143,1.0278824809832683,0.3063671743878673,0.5566037735849056,0.5871320216930593
surz_multilevel,106,0.09849748764874129,0.9138823034755369,0.362872473444906,0.4811320754716981,0.5871320216930593
surz_tree_span_events,106,0.10172188421920603,0.8959680536379345,0.3723193223583851,0.5754716981132075,0.5871320216930593
surz_mean_lambda,106,-0.08645056774571529,-0.8106854595644141,0.4193800154950424,0.46226415094339623,0.5871320216930593
surz_tree_span_time,106,0.0711616539566811,0.6118779889956492,0.5419411482379832,0.5188679245283019,0.6322646729443138
surz_mean_H,106,-0.01896010194522197,-0.17965118143982456,0.8577726574913319,0.4528301886792453,0.8577726574913319
