feature,n,mean_z,t,p,positive_fraction,q_BH
surz_tree_span_events,106,0.09760090062297112,1.5065482237373298,0.13492916666326157,0.5566037735849056,0.53114590618031
surz_mean_lambda,106,-0.06303953178546638,-1.0754663642403055,0.2846310148827615,0.4528301886792453,0.53114590618031
surz_mean_D,106,0.05843754486878075,0.9131956774402855,0.36323172827846906,0.5094339622641509,0.53114590618031
surz_pivot_rate,106,0.0531773205181805,0.8341026106166934,0.4061167590801199,0.5566037735849056,0.53114590618031
surz_mean_H,106,-0.04913082765213812,-0.8287079080399787,0.4091495380350353,0.41509433962264153,0.53114590618031
surz_tree_span_time,106,0.050572033766541145,0.7494398750474994,0.4552679195831228,0.5377358490566038,0.53114590618031
surz_multilevel,106,0.01587308447074442,0.26055470766572153,0.7949462192419777,0.49056603773584906,0.7949462192419777
