feature,n,mean_z,t,p,positive_fraction,q_BH
surz_tree_span_events,103,0.22399410408765633,2.4470007496942614,0.016114560722305216,0.5728155339805825,0.11280192505613651
surz_tree_span_time,103,0.16381159470872736,1.6327407294097271,0.1056069192720797,0.5631067961165048,0.36962421745227897
surz_multilevel,103,-0.047295040845353596,-0.5105552393745886,0.6107657120488392,0.4854368932038835,0.9639219748167284
surz_mean_lambda,103,0.03693169926122978,0.35931116232026317,0.7201050936750621,0.5922330097087378,0.9639219748167284
surz_mean_H,103,0.026680678581735964,0.22923877842971704,0.8191423629847285,0.5436893203883495,0.9639219748167284
surz_mean_D,103,-0.020082825697537606,-0.21808988420274544,0.8277948013197114,0.44660194174757284,0.9639219748167284
surz_pivot_rate,103,0.005119564187095248,0.0453437449419884,0.9639219748167283,0.5339805825242718,0.9639219748167284
