feature,run1_mean_z,run1_q,run2_mean_z,run2_q,run3_mean_z,run3_q,same_direction_all3,n_fdr_runs,n_nominal_runs
surz_mean_H,-0.14999161120893328,0.6691390644122496,-0.01896010194522197,0.8577726574913319,0.026680678581735964,0.9639219748167284,False,0,0
surz_mean_D,-0.007099175051719798,0.9982479119672402,0.18428240164485116,0.5871320216930593,-0.020082825697537606,0.9639219748167284,False,0,0
surz_mean_lambda,-0.1281791296488233,0.6691390644122496,-0.08645056774571529,0.5871320216930593,0.03693169926122978,0.9639219748167284,False,0,0
surz_multilevel,0.00021801845310773856,0.9982479119672402,0.09849748764874129,0.5871320216930593,-0.047295040845353596,0.9639219748167284,False,0,0
surz_pivot_rate,0.052573490760924955,0.9982479119672402,0.11186062133860143,0.5871320216930593,0.005119564187095248,0.9639219748167284,True,0,0
surz_tree_span_events,-0.012426441549496079,0.9982479119672402,0.10172188421920603,0.5871320216930593,0.22399410408765633,0.11280192505613651,False,0,1
surz_tree_span_time,-0.07306082890510338,0.9982479119672402,0.0711616539566811,0.6322646729443138,0.16381159470872736,0.36962421745227897,False,0,0
