contrast,feature,n_pairs,nofreeze_mean,freeze_mean,mean_difference,paired_p,dz,q_BH
freeze-minus-nofreeze,cycle_period_mean,8,0.290802001953125,0.2470703125,-0.043731689453125,0.23103750637846207,-0.4637159847584249,0.9241500255138483
freeze-minus-nofreeze,cycle_period_cv,8,0.4314112260809799,0.44499482826129166,0.01358360218031171,0.8478399684059174,0.07039446247860538,0.9599388109295656
freeze-minus-nofreeze,cycle_amp_mean,8,0.8899262978548739,0.8475510025669944,-0.04237529528787945,0.951828073627499,-0.022135638421995455,0.9599388109295656
freeze-minus-nofreeze,cycle_amp_cv,8,1.1664552118692988,1.1489085276853155,-0.01754668418398314,0.9599388109295656,-0.018404407848598953,0.9599388109295656
