feature,n,mean_z,t,p,positive_fraction,q_BH
surz_pivot_rate,8,0.25851060846270635,1.0368018610956047,0.33431079662094987,0.625,0.7470114678306434
surz_mean_D,8,0.5890657088692098,0.9974109420309827,0.3517867467953996,0.75,0.7470114678306434
surz_mean_lambda,8,-0.5177116912224103,-0.9845220495956192,0.3576567652151538,0.25,0.7470114678306434
surz_mean_H,8,-0.28603942699517604,-0.6516752829221849,0.5354127148521582,0.5,0.7470114678306434
surz_multilevel,8,0.3076656100749734,0.6078121439821713,0.5625041690263652,0.75,0.7470114678306434
surz_tree_span_time,8,-0.09817170387555282,-0.3580419273357063,0.7308653173577432,0.5,0.7470114678306434
surz_tree_span_events,8,-0.0877773645626744,-0.3355931266906588,0.7470114678306434,0.5,0.7470114678306434
