feature,n,mean_z,t,p,positive_fraction,q_BH
surz_tree_span_time,10,0.8256292008381522,2.445335980757208,0.037039017718780355,0.8,0.18451141228891818
surz_tree_span_events,10,0.6184879661647369,2.22975876390537,0.052717546368262334,0.8,0.18451141228891818
surz_mean_D,10,-0.19841174728250938,-1.0933022866451594,0.30265912723028415,0.4,0.4649597666640613
surz_pivot_rate,10,0.4117317536407176,1.0671327425951367,0.3136993482682148,0.7,0.4649597666640613
surz_mean_H,10,-0.3418282174970436,-1.0250194576228655,0.33211411904575805,0.4,0.4649597666640613
surz_multilevel,10,-0.18203477874157478,-0.7137800972768789,0.4934566685283074,0.3,0.5756994466163586
surz_mean_lambda,10,-0.14182619648706235,-0.49601869436721574,0.6317683959080277,0.4,0.6317683959080277
