feature,n,mean_z,t,p,positive_fraction,q_BH
surz_pivot_rate,7,-0.47272298450421474,-1.219807644138199,0.2683053001085113,0.42857142857142855,0.9049226639862943
surz_multilevel,7,-0.3016684681107056,-0.9373654030202401,0.38475062675964844,0.42857142857142855,0.9049226639862943
surz_tree_span_events,7,0.1457685663186999,0.6307780615179441,0.5514400578225209,0.5714285714285714,0.9049226639862943
surz_mean_D,7,-0.1177025335537512,-0.6247705015729036,0.5551207093613005,0.2857142857142857,0.9049226639862943
surz_mean_lambda,7,0.0842061179480711,0.3215380177891573,0.7587090392857828,0.42857142857142855,0.9049226639862943
surz_tree_span_time,7,-0.027923947898872172,-0.132314585858623,0.8990611723269113,0.2857142857142857,0.9049226639862943
surz_mean_H,7,0.03416983961635641,0.1245831909662727,0.9049226639862943,0.42857142857142855,0.9049226639862943
