feature,motorloc_mean_z,motorloc_q,fmriNF_mean_z,fmriNF_q,MIpre_mean_z,MIpre_q,same_direction_all,n_fdr_tasks,n_nominal_tasks
surz_mean_H,0.48852363630853707,0.3083505599072575,-0.3418282174970436,0.4649597666640613,-0.28603942699517604,0.7470114678306434,False,0,0
surz_mean_D,-0.45480625280129316,0.28376295309910954,-0.19841174728250938,0.4649597666640613,0.5890657088692098,0.7470114678306434,False,0,1
surz_mean_lambda,0.5327289562340166,0.2929707982938841,-0.14182619648706235,0.6317683959080277,-0.5177116912224103,0.7470114678306434,False,0,0
surz_multilevel,-0.5259152746604673,0.28376295309910954,-0.18203477874157478,0.5756994466163586,0.3076656100749734,0.7470114678306434,False,0,0
surz_pivot_rate,0.18486294569259046,0.7221778715468652,0.4117317536407176,0.4649597666640613,0.25851060846270635,0.7470114678306434,True,0,0
surz_tree_span_events,-0.06104060230935484,0.8411303351597736,0.6184879661647369,0.18451141228891818,-0.0877773645626744,0.7470114678306434,False,0,0
surz_tree_span_time,-0.3192138128722619,0.3864906596924679,0.8256292008381522,0.18451141228891818,-0.09817170387555282,0.7470114678306434,False,0,1
