feature,n,mean_z,t,p,positive_fraction,q_BH
surz_mean_D,16,0.39336279955184833,1.6186556740284146,0.1263510601059234,0.75,0.43512408118441565
surz_mean_lambda,16,-0.33079037981757653,-1.4601219152603908,0.16488341734299644,0.375,0.43512408118441565
surz_tree_span_events,16,-0.3625289939612617,-1.3844159730157444,0.18648174907903528,0.3125,0.43512408118441565
surz_multilevel,16,0.35854742419333824,1.13818505374977,0.27289657298319314,0.5625,0.477569002720588
surz_pivot_rate,16,0.23561427439194885,0.8805000209691933,0.39247783224738314,0.5625,0.5494689651463365
surz_tree_span_time,16,-0.18136143029738414,-0.5317149760402446,0.6027098161307997,0.5,0.7031614521525996
surz_mean_H,16,-0.0893291424348833,-0.36758066642514253,0.718320717499974,0.4375,0.7183207174999738
