feature,run1_mean_z,run1_q,run2_mean_z,run2_q,run3_mean_z,run3_q,same_direction_all3,n_fdr_runs
surz_mean_H,0.13215155945754992,0.9691128932297627,-0.0893291424348833,0.7183207174999738,0.3696414413175173,0.7544982956759338,False,0
surz_mean_D,0.07057450372924996,0.9691128932297627,0.39336279955184833,0.43512408118441565,-0.0053584807900505516,0.9778344933338491,False,0
surz_mean_lambda,0.00809593925462962,0.9691128932297627,-0.33079037981757653,0.43512408118441565,0.24569022679865865,0.7544982956759338,False,0
surz_multilevel,0.03182802429389585,0.9691128932297627,0.35854742419333824,0.477569002720588,-0.03150347830835845,0.9778344933338491,False,0
surz_pivot_rate,-0.14423532624995056,0.9691128932297627,0.23561427439194885,0.5494689651463365,0.2282712617653185,0.8375891766898989,False,0
surz_tree_span_events,-0.1356207581831131,0.9691128932297627,-0.3625289939612617,0.43512408118441565,-0.013625554844944956,0.9778344933338491,True,0
surz_tree_span_time,-0.1532948651490254,0.9691128932297627,-0.18136143029738414,0.7031614521525996,-0.4384478512005825,0.173938845326087,True,0
