feature,n,mean_z,t,p,positive_fraction,q_BH
surz_tree_span_time,16,-0.257701382215664,-2.1325864555915923,0.049892653231928784,0.25,0.3492485726235015
surz_tree_span_events,16,-0.1705917689964399,-1.3761303260843882,0.18897986055283644,0.5,0.5897711856425462
surz_mean_D,16,0.15285960749701594,1.0387387839955078,0.31538141485515253,0.5,0.5897711856425462
surz_mean_H,16,0.1374879527800613,0.8585511052112801,0.40409940328374916,0.5625,0.5897711856425462
surz_multilevel,16,0.11962399005962523,0.7318618117451077,0.4755328061644148,0.6875,0.5897711856425462
surz_pivot_rate,16,0.10655006996910561,0.6821889639336132,0.5055181591221825,0.4375,0.5897711856425462
surz_mean_lambda,16,-0.02566807125476274,-0.1878222061418855,0.8535332166381926,0.5625,0.8535332166381926
