feature,n,mean_z,t,p,positive_fraction,q_BH
surz_tree_span_time,16,-0.4384478512005825,-2.4929636481215973,0.024848406475155287,0.25,0.173938845326087
surz_mean_H,16,0.3696414413175173,1.2638321245197925,0.22557882731112588,0.6875,0.7544982956759338
surz_mean_lambda,16,0.24569022679865865,1.0211824530242157,0.3233564124325431,0.5625,0.7544982956759338
surz_pivot_rate,16,0.2282712617653185,0.7266589601947403,0.4786223866799422,0.625,0.8375891766898989
surz_multilevel,16,-0.03150347830835845,-0.14091051446072153,0.8898155519606853,0.5,0.9778344933338491
surz_tree_span_events,16,-0.013625554844944956,-0.0510462281491345,0.9599622487952154,0.5625,0.9778344933338491
surz_mean_D,16,-0.0053584807900505516,-0.028250889442248565,0.9778344933338491,0.5,0.9778344933338491
