condition,frontend,feature,clinical,n,rho,p,q_global
rest,theta_global,sd_D,td_score,113,-0.0707286488606951,0.45661684445805295,0.9930135882425856
rest,theta_global,sd_D,ctt,109,0.19302501312623216,0.04432961800988927,0.9534301174509907
rest,theta_global,mean_lambda,updrs_part_iii,113,-0.07639908423045806,0.42123528965849455,0.9930135882425856
rest,theta_global,mean_lambda,updrs_total,113,-0.05544680139229992,0.5596892320910121,0.9930135882425856
rest,theta_global,mean_lambda,moca,113,0.1111956084431225,0.24098706975185982,0.9738635887581278
rest,theta_global,mean_lambda,disease_duration,116,-0.020961769206794368,0.823267211299572,0.9930135882425856
rest,theta_global,mean_lambda,ledd,115,0.06085611345347353,0.5182281824631632,0.9930135882425856
rest,theta_global,mean_lambda,pigd_score,113,-0.14350538753772635,0.12942276975290237,0.9534301174509907
rest,theta_global,mean_lambda,td_score,113,0.06420892644047366,0.49925723258734944,0.9930135882425856
rest,theta_global,mean_lambda,ctt,109,-0.11409867978001033,0.23746205084425814,0.9738635887581278
rest,theta_global,sd_lambda,updrs_part_iii,113,0.05351997904385727,0.5734326722861041,0.9930135882425856
rest,theta_global,sd_lambda,updrs_total,113,0.04323453111115092,0.6493307903808552,0.9930135882425856
rest,theta_global,sd_lambda,moca,113,-0.11066160554515843,0.24326798476217618,0.9738635887581278
rest,theta_global,sd_lambda,disease_duration,116,-0.03072066228995825,0.7433912939829013,0.9930135882425856
rest,theta_global,sd_lambda,ledd,115,-0.0994794031894494,0.2901602585469429,0.9930135882425856
rest,theta_global,sd_lambda,pigd_score,113,0.16024649225322207,0.0899846182187432,0.9534301174509907
rest,theta_global,sd_lambda,td_score,113,-0.055023540685668816,0.5626946736148005,0.9930135882425856
rest,theta_global,sd_lambda,ctt,109,0.13869683685817924,0.1503475709112512,0.9534301174509907
rest,theta_global,pivot_rate,updrs_part_iii,113,0.00912281589183066,0.9235995195830408,0.9971683422099584
rest,theta_global,pivot_rate,updrs_total,113,0.05560289507244029,0.5585828016745322,0.9930135882425856
rest,theta_global,pivot_rate,moca,113,0.05018481491018671,0.5975873356514254,0.9930135882425856
rest,theta_global,pivot_rate,disease_duration,116,-0.021440761821940532,0.8192968126854426,0.9930135882425856
rest,theta_global,pivot_rate,ledd,115,0.08258393661819839,0.3802480185304648,0.9930135882425856
rest,theta_global,pivot_rate,pigd_score,113,0.09425856423172826,0.32068332801561045,0.9930135882425856
rest,theta_global,pivot_rate,td_score,113,-0.07113705064831412,0.4540147670836038,0.9930135882425856
rest,theta_global,pivot_rate,ctt,109,-0.033449164089360585,0.7298763075666822,0.9930135882425856
rest,theta_global,compound_pivot_fraction,updrs_part_iii,113,0.06010103335019497,0.5271573911789013,0.9930135882425856
rest,theta_global,compound_pivot_fraction,updrs_total,113,0.019204517403382255,0.8399983472067089,0.9930135882425856
rest,theta_global,compound_pivot_fraction,moca,113,-0.0959074953784297,0.3122525837740984,0.9930135882425856
rest,theta_global,compound_pivot_fraction,disease_duration,116,-0.07263734326493367,0.4384104902779975,0.9930135882425856
rest,theta_global,compound_pivot_fraction,ledd,115,-0.10167773626126123,0.27957891544526775,0.9930063869301043
rest,theta_global,compound_pivot_fraction,pigd_score,113,0.10844564312499647,0.2528928443299094,0.9738635887581278
rest,theta_global,compound_pivot_fraction,td_score,113,0.13537229639055753,0.15282696095192178,0.9534301174509907
rest,theta_global,compound_pivot_fraction,ctt,109,-0.018930343504164504,0.8450973986680725,0.9930135882425856
