condition,frontend,feature,clinical,n,rho,p,q_global
rest,theta_global,pivot_depth,updrs_part_iii,113,0.08669413576740645,0.3612187518924307,0.9930135882425856
rest,theta_global,pivot_depth,updrs_total,113,0.042263089833853955,0.6567054952764402,0.9930135882425856
rest,theta_global,pivot_depth,moca,113,-0.18259431658000674,0.052900860378195184,0.9534301174509907
rest,theta_global,pivot_depth,disease_duration,116,-0.026417518362532665,0.7783321443354678,0.9930135882425856
rest,theta_global,pivot_depth,ledd,115,-0.14990235900644314,0.10981805033698751,0.9534301174509907
rest,theta_global,pivot_depth,pigd_score,113,0.1858450812698832,0.048746846343691176,0.9534301174509907
rest,theta_global,pivot_depth,td_score,113,0.04164007309537402,0.6614526110598871,0.9930135882425856
rest,theta_global,pivot_depth,ctt,109,0.05532821126858884,0.5677136893294612,0.9930135882425856
rest,theta_global,tree_span_events,updrs_part_iii,113,0.14768264654256555,0.11852244086048527,0.9534301174509907
rest,theta_global,tree_span_events,updrs_total,113,0.15532990718301157,0.10042269971891869,0.9534301174509907
rest,theta_global,tree_span_events,moca,113,-0.1545765085308326,0.10210309186008967,0.9534301174509907
rest,theta_global,tree_span_events,disease_duration,116,0.024344936222451433,0.79532519236615,0.9930135882425856
rest,theta_global,tree_span_events,ledd,115,0.08952367958089061,0.34137144377624207,0.9930135882425856
rest,theta_global,tree_span_events,pigd_score,113,0.049024785853685686,0.6060943592970517,0.9930135882425856
rest,theta_global,tree_span_events,td_score,113,0.09344816337684891,0.32488006609175546,0.9930135882425856
rest,theta_global,tree_span_events,ctt,109,0.09568146485947694,0.3223207511559082,0.9930135882425856
rest,theta_global,tree_span_time,updrs_part_iii,113,0.09243275777559479,0.3301879709530323,0.9930135882425856
rest,theta_global,tree_span_time,updrs_total,113,0.09915760656783815,0.29606096315628155,0.9930135882425856
rest,theta_global,tree_span_time,moca,113,-0.0940128237485931,0.3219522102277533,0.9930135882425856
rest,theta_global,tree_span_time,disease_duration,116,-0.03341657748537804,0.7217586662830403,0.9930135882425856
rest,theta_global,tree_span_time,ledd,115,0.09607824599979815,0.307048829871487,0.9930135882425856
rest,theta_global,tree_span_time,pigd_score,113,0.04665644715212485,0.6236260922330957,0.9930135882425856
rest,theta_global,tree_span_time,td_score,113,0.03876620884653104,0.6835219398681288,0.9930135882425856
rest,theta_global,tree_span_time,ctt,109,0.058647038184132264,0.5446769566899936,0.9930135882425856
rest,theta_global,tree_root_fraction,updrs_part_iii,113,-0.23156273340387434,0.013594007802672408,0.9534301174509907
rest,theta_global,tree_root_fraction,updrs_total,113,-0.21326832165880338,0.023327616970857532,0.9534301174509907
rest,theta_global,tree_root_fraction,moca,113,0.0016000519623431283,0.9865804698125036,0.9992686269414356
rest,theta_global,tree_root_fraction,disease_duration,116,-0.24398047136481124,0.00830766581133268,0.9534301174509907
rest,theta_global,tree_root_fraction,ledd,115,-0.2354473459245158,0.011308293050138493,0.9534301174509907
rest,theta_global,tree_root_fraction,pigd_score,113,-0.04785206230042764,0.6147483723498888,0.9930135882425856
rest,theta_global,tree_root_fraction,td_score,113,-0.12444090269713343,0.18910620311150667,0.9534301174509907
rest,theta_global,tree_root_fraction,ctt,109,-0.18225828825417859,0.05785240322568262,0.9534301174509907
rest,theta_global,tree_ascending_fraction,updrs_part_iii,113,0.007421222764485227,0.9378180213302401,0.9971683422099584
rest,theta_global,tree_ascending_fraction,updrs_total,113,0.024304196291592847,0.7983197149614485,0.9930135882425856
rest,theta_global,tree_ascending_fraction,moca,113,-0.006096320936477759,0.9489026826102754,0.9971683422099584
rest,theta_global,tree_ascending_fraction,disease_duration,116,-0.026413227465797794,0.7783672204987268,0.9930135882425856
rest,theta_global,tree_ascending_fraction,ledd,115,-0.03145752708783693,0.7385744352216412,0.9930135882425856
rest,theta_global,tree_ascending_fraction,pigd_score,113,0.11848051730323762,0.21134733005305983,0.9534301174509907
rest,theta_global,tree_ascending_fraction,td_score,113,-0.059478577814731676,0.5314524298120026,0.9930135882425856
rest,theta_global,tree_ascending_fraction,ctt,109,-0.06244727251268067,0.5188738846113924,0.9930135882425856
rest,theta_global,occ_L4,updrs_part_iii,113,0.019592511734471352,0.8368101871008987,0.9930135882425856
rest,theta_global,occ_L4,updrs_total,113,0.030522145063226553,0.7482693968252536,0.9930135882425856
rest,theta_global,occ_L4,moca,113,-0.11933533803306709,0.20804780157909794,0.9534301174509907
rest,theta_global,occ_L4,disease_duration,116,-0.016507087149368733,0.8603934249446834,0.9930135882425856
rest,theta_global,occ_L4,ledd,115,-0.1012251687667259,0.2817358411650704,0.9930135882425856
rest,theta_global,occ_L4,pigd_score,113,0.18627963445579376,0.04821259669784452,0.9534301174509907
rest,theta_global,occ_L4,td_score,113,-0.01897092007851264,0.8419190758295073,0.9930135882425856
rest,theta_global,occ_L5,updrs_part_iii,113,0.04384045382717294,0.6447479734556485,0.9930135882425856
rest,theta_global,occ_L5,updrs_total,113,0.04091592288168614,0.6669872307783635,0.9930135882425856
rest,theta_global,occ_L5,moca,113,-0.09928018671671507,0.2954613353827031,0.9930135882425856
rest,theta_global,occ_L5,disease_duration,116,0.07907808381061272,0.3987834801731291,0.9930135882425856
rest,theta_global,occ_L5,ledd,115,0.028567537731074042,0.7618381276928797,0.9930135882425856
rest,theta_global,occ_L5,pigd_score,113,0.0990202675993694,0.2967337406161464,0.9930135882425856
rest,theta_global,occ_L5,td_score,113,-0.04434079561433578,0.6409737049612628,0.9930135882425856
rest,theta_global,occ_L5,ctt,109,0.0925030996336472,0.33872891562218116,0.9930135882425856
rest,theta_global,occ_L6,updrs_part_iii,113,-0.10984382209032358,0.2467899596697287,0.9738635887581278
rest,theta_global,occ_L6,updrs_total,113,-0.10089349008565625,0.28764429085514553,0.9930135882425856
rest,theta_global,occ_L6,moca,113,-0.0064764912981678325,0.9457209329810227,0.9971683422099584
rest,theta_global,occ_L6,disease_duration,116,-0.05151797115756621,0.582853489771434,0.9930135882425856
rest,theta_global,occ_L6,ledd,115,-0.13982422575199083,0.13611929529435265,0.9534301174509907
rest,theta_global,occ_L6,pigd_score,113,-0.11567308023169304,0.22244587400082821,0.9534301174509907
rest,theta_global,occ_L6,td_score,113,-0.005672246111276236,0.952452826957304,0.9971683422099584
rest,theta_global,occ_L6,ctt,109,-0.0779592810412445,0.4203797635924572,0.9930135882425856
rest,theta_global,occ_L7,updrs_part_iii,113,0.12489603210317352,0.18748065380622858,0.9534301174509907
rest,theta_global,occ_L7,updrs_total,113,0.136513319227517,0.14936427186123868,0.9534301174509907
rest,theta_global,occ_L7,moca,113,-0.029456971622545992,0.7567757778418077,0.9930135882425856
rest,theta_global,occ_L7,disease_duration,116,0.08406109547650081,0.3696388089903286,0.9930135882425856
rest,theta_global,occ_L7,ledd,115,0.13176101998004722,0.16041669090951363,0.9534301174509907
rest,theta_global,occ_L7,pigd_score,113,0.1007941543486239,0.28812159459437614,0.9930135882425856
rest,theta_global,occ_L7,td_score,113,-0.012051612401091323,0.899185307516755,0.9958760007869497
rest,theta_global,occ_L7,ctt,109,0.07074899318440402,0.4647533435148463,0.9930135882425856
rest,theta_global,occ_L8,updrs_part_iii,113,0.058923147004896946,0.5352997062147571,0.9930135882425856
