subject,condition,modality,mean_H,sd_H,mean_D,sd_D,mean_lambda,sd_lambda,multilevel,pivot_rate,compound_pivot_fraction,pivot_depth,tree_span_events,tree_span_time,tree_root_fraction,tree_ascending_fraction,occ_L1,occ_L2,occ_L3,occ_L4,occ_L5,occ_L6,occ_L7,occ_L8,occ_L9,occ_L10,occ_L11,occ_L12
S18,baseline,gait,-0.2105146999942318,0.7861484778494701,0.1406828469864306,0.41244183866477335,-0.23506396880600014,1.169248019285244,0.03302456495388465,1.102843819661901,-0.2777894844443453,-0.02245237294935397,-0.8340028445208486,-0.4945670690525782,0.49773820195989416,1.4036101169669302,0.0,-0.16757895168880968,2.543107111116947,1.222930053204031,0.40620962341966627,0.8507211022074099,-1.5099688543557923,-0.39900229695265366,-0.06273603581263132,0.18592062742476867,-0.03692147288162578,0.0
S18,baseline,eeg,-1.7246055097555684,2.4947504825060847,-0.8690026577008777,-0.9660983059074718,-1.310520035238704,1.7282285654955414,-1.0438634226727688,-0.5530778314820941,-0.13794757223344795,1.2532914888480196,0.7329631631612126,0.5118226401835552,-0.6083466912843126,0.6602558256375246,0.0,-0.16757895168880968,2.543107111116947,-0.5632384763052636,0.40620962341966627,-0.11820953811993556,0.02924506445745227,0.17318072927008196,-0.5263028029010381,-1.2922469051043133,0.7542529460103783,0.0
S18,early_abrupt,gait,0.2941822365928804,-0.43548995871405455,-0.8690026577008777,-0.9660983059074718,0.5331189357887809,-0.7284442564450857,-1.0438634226727688,0.27488299408990324,0.1883502229253123,-0.2997879950792177,-0.8340028445208486,-0.7312556788991216,0.49773820195989416,-0.9326462272112032,0.0,-0.16757895168880968,-0.35337023639665954,-0.5632384763052636,-0.8272204072068484,-1.087140178447281,0.02924506445745227,1.8897298079382896,-1.4534363370778514,-0.3068018834182583,0.7542529460103783,0.0
S18,early_abrupt,eeg,-1.0516762609727472,1.942221974679514,-0.8690026577008777,-0.9660983059074718,-0.6959737115628714,1.2649963510224733,-1.0438634226727688,1.102843819661901,-0.2777894844443453,0.5322188713103735,0.3079236335774535,0.06729407134141939,1.6038230952041006,1.2400721728744613,0.0,-0.16757895168880968,-0.35337023639665954,1.222930053204031,0.40620962341966627,0.8507211022074099,-1.5099688543557923,-0.9711853231753894,0.4008307312757749,-0.3068018834182583,-0.03692147288162578,0.0
S18,late_abrupt,gait,-1.388140885364158,1.09102782628955,-0.8690026577008777,-0.9660983059074718,-1.0032468734007878,0.5513670183818405,-1.0438634226727688,0.27488299408990324,1.0040947108222136,-0.2997879950792177,0.5958536374890323,0.7766545374742242,-0.6083466912843126,1.106268400435168,0.0,-0.16757895168880968,-0.35337023639665954,-0.5632384763052636,0.40620962341966627,-0.11820953811993556,1.5684589832706968,0.17318072927008196,-1.4534363370778514,-0.3068018834182583,-0.03692147288162578,0.0
S18,late_abrupt,eeg,-0.042282387798522954,-0.8333563531265659,-0.8690026577008777,-0.9660983059074718,0.2258457739508711,-1.062009906610548,-1.0438634226727688,1.102843819661901,-0.9769990454988318,-0.8544592393389455,0.5958536374890323,0.7272790989963027,-0.6083466912843126,0.6602558256375246,0.0,-0.16757895168880968,-0.35337023639665954,-0.5632384763052636,-0.8272204072068484,-1.087140178447281,0.7988520238640747,0.17318072927008196,-0.06273603581263132,0.18592062742476867,-0.8280958917736301,0.0
S18,early_gradual,gait,0.6306468609842909,0.2906146293708191,0.1406828469864306,0.41244183866477335,0.5331189357887809,0.8514137939963875,0.03302456495388465,-0.5530778314820941,-0.13794757223344795,0.08848187590259203,-1.2649184966334153,-1.0557228460397488,0.49773820195989416,-0.46539495837557654,0.0,-0.16757895168880968,2.543107111116947,1.222930053204031,0.40620962341966627,-1.087140178447281,0.02924506445745227,-0.9711853231753894,-0.06273603581263132,0.18592062742476867,0.7542529460103783,0.0
S18,early_gradual,eeg,1.1353437975714031,-0.5557285406665577,-0.8690026577008777,-0.9660983059074718,1.3013018403835686,-0.8292506108575576,-1.0438634226727688,-1.381038657054092,0.5962224668737629,-0.2997879950792177,-0.6381320935605905,-0.39638618272851467,-0.6083466912843126,-1.5698070483506938,0.0,-0.16757895168880968,-0.35337023639665954,-0.5632384763052636,-0.8272204072068484,-1.087140178447281,0.7988520238640747,-0.9711853231753894,-0.5263028029010381,0.6786431382677963,0.7542529460103783,0.0
S18,late_gradual,gait,1.3035761097671048,-1.3089738552158803,-0.8690026577008777,-0.9660983059074718,1.4549384213025234,-1.4607610038193408,-1.0438634226727688,0.27488299408990324,-0.6273942649715883,-1.2704626725337411,-0.36391304221623005,-0.2437711910694852,-0.6083466912843126,-0.6777818987554067,0.0,-0.16757895168880968,-0.35337023639665954,-0.5632384763052636,-0.8272204072068484,-1.087140178447281,-0.74036189494917,-0.39900229695265366,0.8643974983641817,-0.3068018834182583,0.7542529460103783,0.0
S18,late_gradual,eeg,1.3035761097671048,-1.3089738552158803,-0.8690026577008777,-0.9660983059074718,1.4549384213025234,-1.4607610038193408,-1.0438634226727688,-0.5530778314820941,-0.13794757223344795,-0.688057866061027,0.7460212132252303,0.46942958694493503,0.49773820195989416,-1.3998974960468298,0.0,-0.16757895168880968,-0.35337023639665954,-0.5632384763052636,-0.8272204072068484,-1.087140178447281,0.02924506445745227,-0.9711853231753894,-0.5263028029010381,2.1568106707968786,-0.8280958917736301,0.0
S19,baseline,gait,0.12594992439717873,0.537254897263549,0.1406828469864306,0.41244183866477335,0.07220919303190965,1.0045847756576094,0.03302456495388465,0.27488299408990324,-0.6273942649715883,-0.2997879950792177,-1.5019221052953269,-1.5044907202057454,1.6038230952041006,-1.2129969885125789,0.0,-0.16757895168880968,2.543107111116947,1.222930053204031,0.40620962341966627,-1.087140178447281,0.7988520238640747,-1.5433683493981252,1.3279642654525885,-1.7849694159473408,1.5454273649023829,0.0
S19,baseline,eeg,-0.042282387798522954,-0.2643856079718948,-0.8690026577008777,-0.9660983059074718,0.2258457739508711,-0.5849927490974396,-1.0438634226727688,0.27488299408990324,-1.4431387528684894,-0.9469044467155665,1.8298393685386558,1.405069209011406,-0.6083466912843126,-0.6777818987554067,0.0,-0.16757895168880968,-0.35337023639665954,-0.5632384763052636,-0.8272204072068484,-0.11820953811993556,0.02924506445745227,0.17318072927008196,-0.06273603581263132,-0.3068018834182583,-0.03692147288162578,0.0
S19,early_abrupt,gait,-0.2105146999942318,0.3185241300637945,-0.8690026577008777,-0.9660983059074718,0.07220919303190965,-0.09628933386489222,-1.0438634226727688,1.102843819661901,-0.2777894844443453,-0.02245237294935397,-0.36391304221623005,-0.3933937319116709,-0.6083466912843126,0.2142432508398803,0.0,-0.16757895168880968,-0.35337023639665954,-0.5632384763052636,0.40620962341966627,-0.11820953811993556,0.02924506445745227,-2.115551375620861,1.3279642654525885,0.18592062742476867,-0.8280958917736301,0.0
S19,early_abrupt,eeg,0.9671114853757015,-0.43548995871405455,-0.8690026577008777,-0.9660983059074718,1.1476652594646135,-0.7284442564450857,-1.0438634226727688,1.9308046452338978,-1.239202630894264,-1.0277940031701103,-0.6381320935605905,-0.647752051343388,-0.6083466912843126,-0.23176932395776295,0.0,-0.16757895168880968,-0.35337023639665954,-0.5632384763052636,0.40620962341966627,-1.087140178447281,-1.5099688543557923,-0.39900229695265366,0.4008307312757749,0.6786431382677963,-0.03692147288162578,0.0
S19,late_abrupt,gait,0.9671114853757015,0.2189713509119417,-0.8690026577008777,-0.9660983059074718,1.1476652594646135,-0.17975299897940988,-1.0438634226727688,-0.5530778314820941,-0.13794757223344795,0.08848187590259203,0.45874411181685204,0.594827525936482,0.49773820195989416,-0.9326462272112032,0.0,-0.16757895168880968,-0.35337023639665954,-0.5632384763052636,-0.8272204072068484,0.8507211022074099,0.02924506445745227,-2.115551375620861,-0.9898695699894446,2.1568106707968786,-0.03692147288162578,0.0
S19,late_abrupt,eeg,0.2941822365928804,0.8072349284146252,-0.8690026577008777,-0.9660983059074718,0.5331189357887809,0.31343900078244014,-1.0438634226727688,0.27488299408990324,-0.6273942649715883,0.34732845655713157,-0.1158100909999037,-0.3284147998887795,0.49773820195989416,0.0018563104600506516,0.0,-0.16757895168880968,-0.35337023639665954,1.222930053204031,-0.8272204072068484,-0.11820953811993556,-1.5099688543557923,-0.39900229695265366,-0.06273603581263132,0.6786431382677963,-0.03692147288162578,0.0
