condition,n,matched_distance_mean,mismatched_distance_mean,matched_over_mismatched,matched_distance_permutation_p,top1_retrieval,chance_top1,top1_permutation_p,mean_true_match_rank,mantel_spearman,mantel_permutation_p
baseline,30,1.8142920675622314,1.7870817700164856,1.0152261066070272,0.7348530293941212,0.0,0.03333333333333333,1.0,15.633333333333333,-0.02760617957625846,0.5904819036192761
early_abrupt,30,1.1388383232239339,1.1578516915426935,0.9835787532568815,0.2997400519896021,0.03333333333333333,0.03333333333333333,0.633873225354929,14.766666666666667,0.20950626661049046,0.01919616076784643
late_abrupt,30,1.1145466135060045,1.1523261152318882,0.9672145747401714,0.15596880623875226,0.03333333333333333,0.03333333333333333,0.6548690261947611,14.166666666666666,-0.01774404938062825,0.5442911417716457
early_gradual,30,1.2950764305024534,1.370409272980683,0.9450289457583877,0.0637872425514897,0.06666666666666667,0.03333333333333333,0.2571485702859428,14.2,0.14769665435747015,0.10297940411917617
late_gradual,30,1.2497441244658531,1.2179013166177743,1.0261456387423156,0.7618476304739052,0.03333333333333333,0.03333333333333333,0.640871825634873,16.1,-0.09293754382691122,0.8030393921215757
