condition,n,matched_change_distance,mismatched_change_distance,distance_ratio,distance_permutation_p,matched_change_cosine,mismatched_change_cosine,cosine_permutation_p,top1_change_retrieval,chance_top1,top1_permutation_p
early_abrupt,30,2.2871705467093966,2.239591426857271,1.02124455348487,0.8086382723455309,-0.061137377353694275,-0.015573567862775656,0.8036392721455708,0.03333333333333333,0.03333333333333333,0.6564687062587482
late_abrupt,30,2.1236664830547745,2.12905226199038,0.9974703397226283,0.45510897820435914,0.017817687496624466,-0.022408731084566556,0.21475704859028194,0.06666666666666667,0.03333333333333333,0.2533493301339732
early_gradual,30,2.255712855297608,2.187420894403309,1.0312203111294351,0.8680263947210558,-0.07499299970677437,-0.014070207069372228,0.8440311937612478,0.0,0.03333333333333333,1.0
late_gradual,30,2.305621993311052,2.2592598840875118,1.0205209279154113,0.7700459908018397,-0.0419768594470197,-0.003494294904242177,0.7448510297940412,0.03333333333333333,0.03333333333333333,0.6354729054189162
