contrast,feature,n_pairs,ref_mean,rof_mean,mean_difference,paired_t_p,wilcoxon_p,dz,q_BH,ren_mean,ron_mean
ron-minus-rof,pivot_rate,14,,0.20256696428571427,-0.027064732142857144,0.017359497232249308,0.04606599961014724,-0.7281826411121406,0.4293655404995495,,0.17550223214285715
ron-minus-rof,compound_pivot_fraction,14,,0.6032350515075929,0.0020321255416594747,0.9387280254378862,0.6697998046875,0.020944977707976084,0.9778416931644648,,0.6052671770492525
ron-minus-rof,pivot_depth,14,,1.9710452104707399,0.011809571102473144,0.7859663143971595,0.5416259765625,0.07409161796855017,0.945635735846382,,1.9828547815732127
ron-minus-rof,tree_span_events,14,,2.6259099413317353,0.03219701728169826,0.14749825213146953,0.0494384765625,0.41162977495987024,0.4908425834326176,,2.6581069586134336
ron-minus-rof,tree_span_time,14,,1.2959824308173984,0.01789797189040459,0.2739949574356909,0.13525390625,0.3052508190227728,0.4908425834326176,,1.313880402707803
ron-minus-rof,tree_root_fraction,14,,0.00391392654502746,6.591075165243933e-06,0.30603272612132576,0.33394230249776635,0.28477113047367497,0.4908425834326176,,0.003920517620192704
ron-minus-rof,UP0_mean_H,14,,5.925223214285714,-0.04799107142857143,0.2836851513019414,0.24537722677371787,-0.2988739920956096,0.4908425834326176,,5.877232142857143
ron-minus-rof,UP0_mean_D,14,,3.9095982142857144,-0.04799107142857143,0.2836851513019414,0.24537722677371787,-0.2988739920956096,0.4908425834326176,,3.861607142857143
ron-minus-rof,UP0_multilevel,14,,1.0,-0.002232142857142857,0.16482344535684473,0.15729920705028502,-0.3933978962347215,0.4908425834326176,,0.9977678571428571
ron-minus-rof,POSPEAK_mean_H,14,,6.3515625,-0.17633928571428573,0.0851241012650605,0.1399507141264345,-0.4980577930111189,0.4908425834326176,,6.175223214285714
ron-minus-rof,POSPEAK_mean_D,14,,1.046875,0.0234375,0.12184598876576852,0.12477679236604437,0.4423258684646914,0.4908425834326176,,1.0703125
ron-minus-rof,POSPEAK_mean_lambda,14,,6.3046875,-0.19977678571428573,0.043419499681341116,0.06854372841439096,-0.5979215746874003,0.4293655404995495,,6.104910714285714
ron-minus-rof,POSPEAK_multilevel,14,,0.04017857142857143,0.015625,0.31413925339687526,0.11525679957791299,0.2798450517912514,0.4908425834326176,,0.05580357142857143
ron-minus-rof,DOWN0_mean_H,14,,6.068080357142857,0.13727678571428573,0.37082175847681625,0.463134765625,0.24774887643180027,0.5453261154070828,,6.205357142857143
ron-minus-rof,DOWN0_mean_D,14,,1.7165178571428572,-0.125,0.2008701253230802,0.1485784588180588,-0.3601052769313655,0.4908425834326176,,1.5915178571428572
ron-minus-rof,DOWN0_mean_lambda,14,,5.3515625,0.2622767857142857,0.28274312212067365,0.28576274557285797,0.29948658338512335,0.4908425834326176,,5.613839285714286
ron-minus-rof,DOWN0_multilevel,14,,0.515625,-0.1015625,0.2247790517814389,0.33041653261075254,-0.3406385865802212,0.4908425834326176,,0.4140625
ron-minus-rof,NEGPEAK_mean_H,14,,6.183035714285714,0.012276785714285714,0.9132606224686384,0.9499321762217291,0.029683581505534885,0.9778416931644648,,6.1953125
ron-minus-rof,NEGPEAK_mean_D,14,,1.2299107142857142,0.013392857142857142,0.7510873930968505,0.5754030229127536,0.0865942144119411,0.945635735846382,,1.2433035714285714
ron-minus-rof,NEGPEAK_mean_lambda,14,,5.953125,-0.0011160714285714285,0.9898292757488969,0.9000368006604019,-0.003472998544158052,0.9898292757488969,,5.952008928571429
ron-minus-rof,NEGPEAK_multilevel,14,,0.19419642857142858,0.016741071428571428,0.6219437355094387,0.5515199726994913,0.13499319859094833,0.8638107437631093,,0.2109375
ren-minus-ref,mean_H,13,6.018329326923077,,0.009615384615384616,0.8734333006298315,0.877685546875,0.04513531594724664,0.9925378416248084,6.027944711538462,
ren-minus-ref,mean_D,13,1.9624399038461537,,-0.014723557692307692,0.012096284642311871,0.021240234375,-0.8187731685915658,0.3024071160577968,1.9477163461538463,
ren-minus-ref,mean_lambda,13,5.055889423076923,,0.024338942307692308,0.6951510690567547,0.672607421875,0.11134023248196068,0.9868004025220668,5.080228365384615,
ren-minus-ref,multilevel,13,0.4375,,-0.009915865384615384,0.22955364743859452,0.22119140625,-0.3511135041793702,0.6771870361952482,0.42758413461538464,
ren-minus-ref,pivot_rate,13,0.17878605769230768,,-0.01201923076923077,0.24378733303028938,0.41650390625,-0.3399754022529254,0.6771870361952482,0.16676682692307693,
ren-minus-ref,compound_pivot_fraction,13,0.5569222355581012,,0.04852780923723014,0.03348887234815629,0.021484375,0.6657754130603506,0.41861090435195364,0.6054500447953314,
ren-minus-ref,pivot_depth,13,1.9182057259102052,,0.06789205255473679,0.19233424055452025,0.243896484375,0.383133041738584,0.6771870361952482,1.9860977784649418,
ren-minus-ref,tree_span_events,13,2.6380010602335755,,0.006625475738591735,0.6446326618573134,1.0,0.13121381817750663,0.9868004025220668,2.6446265359721672,
ren-minus-ref,tree_span_time,13,1.2973306368869935,,0.010181355874246614,0.27218160663941215,0.497314453125,0.31920849753880737,0.6804540165985304,1.3075119927612404,
ren-minus-ref,tree_root_fraction,13,0.00391568612605551,,1.069831761501611e-05,0.09452198788358439,0.109375,0.5034936793165186,0.5907624242724024,0.0039263844436705254,
ren-minus-ref,UP0_mean_H,13,5.841346153846154,,0.021634615384615384,0.487577838858173,0.4296875,0.19863549142441772,0.8706747122467375,5.862980769230769,
ren-minus-ref,UP0_mean_D,13,3.8257211538461537,,0.021634615384615384,0.487577838858173,0.4296875,0.19863549142441772,0.8706747122467375,3.847355769230769,
ren-minus-ref,UP0_multilevel,13,1.0,,-0.001201923076923077,0.33704905795358453,1.0,-0.2773500981126146,0.7660205862581467,0.9987980769230769,
ren-minus-ref,POSPEAK_mean_H,13,6.0576923076923075,,0.0,1.0,0.905517578125,0.0,1.0,6.0576923076923075,
ren-minus-ref,POSPEAK_mean_D,13,1.0685096153846154,,0.021634615384615384,0.1980278997879163,0.21533203125,0.37792281714609205,0.6771870361952482,1.0901442307692308,
ren-minus-ref,POSPEAK_mean_lambda,13,5.9891826923076925,,-0.021634615384615384,0.793709836058644,0.786376953125,-0.07416036358443379,0.9868004025220668,5.967548076923077,
ren-minus-ref,POSPEAK_multilevel,13,0.05889423076923077,,0.007211538461538462,0.6071726841813667,0.63427734375,0.14642133026077517,0.9868004025220668,0.06610576923076923,
ren-minus-ref,DOWN0_mean_H,13,6.090144230769231,,0.0,1.0,0.828857421875,0.0,1.0,6.090144230769231,
ren-minus-ref,DOWN0_mean_D,13,1.7367788461538463,,-0.09975961538461539,0.08306339187464683,0.131591796875,-0.5243581226709519,0.5907624242724024,1.6370192307692308,
ren-minus-ref,DOWN0_mean_lambda,13,5.353365384615385,,0.09975961538461539,0.4109697554529789,0.45849609375,0.23626372729047787,0.8561869905270395,5.453125,
ren-minus-ref,DOWN0_multilevel,13,0.5072115384615384,,-0.05048076923076923,0.21595327703764036,0.2744140625,-0.3622866649827875,0.6771870361952482,0.4567307692307692,
ren-minus-ref,NEGPEAK_mean_H,13,6.084134615384615,,0.016826923076923076,0.813386156392795,0.802001953125,0.06692834038208696,0.9868004025220668,6.100961538461538,
ren-minus-ref,NEGPEAK_mean_D,13,1.21875,,-0.002403846153846154,0.9404124215476973,0.74462890625,-0.02117083798997636,1.0,1.2163461538461537,
ren-minus-ref,NEGPEAK_mean_lambda,13,5.865384615384615,,0.019230769230769232,0.8078905111699421,0.684814453125,0.0689431051526036,0.9868004025220668,5.884615384615385,
ren-minus-ref,NEGPEAK_multilevel,13,0.18389423076923078,,0.004807692307692308,0.828912338118536,0.87646484375,0.06125638918316889,0.9868004025220668,0.18870192307692307,
