feature,n,rho,p,q_BH
pivot_rate,42,0.36895352083549116,0.0161970364947855,0.039798216285107726
tree_root_fraction,42,-0.35753397300892714,0.020094253043541573,0.039798216285107726
mean_lambda,42,0.3538202989189876,0.02151999852597185,0.039798216285107726
mean_H,42,0.34221506738792656,0.02653214419007182,0.039798216285107726
multilevel,42,0.2880436957666204,0.06433899810514077,0.07720679772616892
mean_D,42,0.21507629807197232,0.1713562566858226,0.17135625668582258
