subject,condition,frontend,mean_H,sd_H,mean_D,sd_D,mean_lambda,sd_lambda,multilevel,pivot_rate,compound_pivot_fraction,pivot_depth,tree_span_events,tree_span_time,tree_root_fraction,tree_ascending_fraction,occ_L1,occ_L2,occ_L3,occ_L4,occ_L5,occ_L6,occ_L7,occ_L8,occ_L9,occ_L10,occ_L11,occ_L12
S18,baseline,gait,-0.2105146999942318,0.7861484778494701,0.1406828469864306,0.41244183866477335,-0.23506396880600014,1.169248019285244,0.03302456495388465,1.102843819661901,-0.2777894844443453,-0.02245237294935397,-0.8340028445208486,-0.4945670690525782,0.49773820195989416,1.4036101169669302,0.0,-0.16757895168880968,2.543107111116947,1.222930053204031,0.40620962341966627,0.8507211022074099,-1.5099688543557923,-0.39900229695265366,-0.06273603581263132,0.18592062742476867,-0.03692147288162578,0.0
S18,baseline,theta_global,0.46241454878858923,0.3789676468368189,-0.3641599053572222,-0.27682823362134923,0.5331189357887809,0.31343900078244014,0.03302456495388465,1.102843819661901,-0.2777894844443453,0.25488324918050975,-1.1212799459292262,-0.6058577399075756,0.49773820195989416,0.936358848131304,0.0,-0.16757895168880968,-0.35337023639665954,-0.5632384763052636,0.40620962341966627,0.8507211022074099,-1.5099688543557923,1.3175467817155535,-1.4534363370778514,-0.3068018834182583,1.5454273649023829,0.0
S18,baseline,alpha_global,0.2941822365928804,0.5786216527620944,-0.8690026577008777,-0.9660983059074718,0.5331189357887809,0.12177281082413971,-1.0438634226727688,0.27488299408990324,1.0040947108222136,0.34732845655713157,-0.22680351654404982,-0.005871351130409505,-0.6083466912843126,-0.23176932395776295,0.0,-0.16757895168880968,-0.35337023639665954,-0.5632384763052636,0.40620962341966627,-0.11820953811993556,-1.5099688543557923,0.17318072927008196,0.4008307312757749,-1.2922469051043133,1.5454273649023829,0.0
S18,baseline,beta_global,-1.7246055097555684,2.4947504825060847,-0.8690026577008777,-0.9660983059074718,-1.310520035238704,1.7282285654955414,-1.0438634226727688,-0.5530778314820941,-0.13794757223344795,1.2532914888480196,0.7329631631612126,0.5118226401835552,-0.6083466912843126,0.6602558256375246,0.0,-0.16757895168880968,2.543107111116947,-0.5632384763052636,0.40620962341966627,-0.11820953811993556,0.02924506445745227,0.17318072927008196,-0.5263028029010381,-1.2922469051043133,0.7542529460103783,0.0
S18,baseline,mu_central,0.7988791731799926,0.19575604648022552,-0.8690026577008777,-0.9660983059074718,0.9940286785456521,-0.19921638725574087,-1.0438634226727688,-0.5530778314820941,0.8409458132428335,0.8650216178662107,1.6927298428664757,2.0918366714770404,-0.6083466912843126,0.2142432508398803,0.0,-0.16757895168880968,-0.35337023639665954,-0.5632384763052636,-0.8272204072068484,0.8507211022074099,-0.74036189494917,-0.9711853231753894,-0.5263028029010381,0.6786431382677963,0.7542529460103783,0.0
S18,baseline,beta_central,-0.37874701218993345,0.6173048569062741,-0.8690026577008777,-0.9660983059074718,-0.08142738788704525,0.15420427103803822,-1.0438634226727688,0.27488299408990324,1.0040947108222136,0.6708866823753058,1.8951296188587419,1.8644816582258894,0.49773820195989416,0.936358848131304,0.0,-0.16757895168880968,-0.35337023639665954,-0.5632384763052636,-0.8272204072068484,0.8507211022074099,0.02924506445745227,0.745363755492818,-1.4534363370778514,-0.3068018834182583,0.7542529460103783,0.0
S18,early_abrupt,gait,0.2941822365928804,-0.43548995871405455,-0.8690026577008777,-0.9660983059074718,0.5331189357887809,-0.7284442564450857,-1.0438634226727688,0.27488299408990324,0.1883502229253123,-0.2997879950792177,-0.8340028445208486,-0.7312556788991216,0.49773820195989416,-0.9326462272112032,0.0,-0.16757895168880968,-0.35337023639665954,-0.5632384763052636,-0.8272204072068484,-1.087140178447281,0.02924506445745227,1.8897298079382896,-1.4534363370778514,-0.3068018834182583,0.7542529460103783,0.0
S18,early_abrupt,theta_global,0.46241454878858923,0.6148941767464363,0.1406828469864306,0.41244183866477335,0.379482354869826,1.0737296500438216,0.03302456495388465,0.27488299408990324,1.0040947108222136,0.6708866823753058,-0.5467257431124704,-0.593317946008421,0.49773820195989416,0.46910757929567676,0.0,-0.16757895168880968,2.543107111116947,1.222930053204031,0.40620962341966627,-0.11820953811993556,-1.5099688543557923,0.17318072927008196,-0.06273603581263132,-0.799524394261286,1.5454273649023829,0.0
S18,early_abrupt,alpha_global,-0.715211636581344,2.516959334032528,-0.8690026577008777,-0.9660983059074718,-0.3887005497249616,1.7468481576573398,-1.0438634226727688,-0.5530778314820941,1.8198391987191143,2.029831230811639,0.1845250604724916,0.2260435871749795,-0.6083466912843126,-0.23176932395776295,0.0,-0.16757895168880968,-0.35337023639665954,1.222930053204031,0.40620962341966627,0.8507211022074099,-1.5099688543557923,0.17318072927008196,-0.9898695699894446,-1.2922469051043133,2.3366017837943867,0.0
S18,early_abrupt,beta_global,-1.0516762609727472,1.942221974679514,-0.8690026577008777,-0.9660983059074718,-0.6959737115628714,1.2649963510224733,-1.0438634226727688,1.102843819661901,-0.2777894844443453,0.5322188713103735,0.3079236335774535,0.06729407134141939,1.6038230952041006,1.2400721728744613,0.0,-0.16757895168880968,-0.35337023639665954,1.222930053204031,0.40620962341966627,0.8507211022074099,-1.5099688543557923,-0.9711853231753894,0.4008307312757749,-0.3068018834182583,-0.03692147288162578,0.0
