frontend,condition,feature,n,mean_change,paired_dz,p,q_fdr
gait,early_abrupt,occ_L9,30,-0.006944444444444444,-0.058157704887160135,0.7523560671981885,0.8604372426030094
gait,early_abrupt,occ_L10,30,0.03055555555555555,0.23690934905002473,0.2046501596147195,0.3329900902205606
gait,early_abrupt,occ_L11,30,-0.006944444444444442,-0.12194996872404217,0.5094485612478978,0.6699597517780574
gait,late_abrupt,mean_H,30,0.0972222222222222,0.2982753666330745,0.1131288158531648,0.23345218204638107
gait,late_abrupt,sd_H,30,-0.15598954313667993,-0.4729870858361897,0.014836658776047201,0.050868544375018976
gait,late_abrupt,mean_D,30,-0.10555555555555557,-0.8890508849490508,3.64522804665977e-05,0.0011664729749311265
gait,late_abrupt,sd_D,30,-0.32325544763228325,-1.0739423020198038,2.2013735147054277e-06,0.00021133185741172106
gait,late_abrupt,mean_lambda,30,0.20277777777777783,0.48721579391045894,0.012340669584919197,0.04387793630193492
gait,late_abrupt,sd_lambda,30,-0.4041043536980712,-0.7490147663397112,0.0003026432153340429,0.0032281942968964577
gait,late_abrupt,multilevel,30,-0.05138888888888889,-0.8478386319498208,6.819869911099827e-05,0.0013807145016464086
gait,late_abrupt,pivot_rate,30,-0.015277777777777776,-0.26633039238097006,0.1553804549181903,0.2802075389993816
gait,late_abrupt,compound_pivot_fraction,30,-0.006917989417989419,-0.025983369141341844,0.8878139602361192,0.9198278560742836
gait,late_abrupt,pivot_depth,30,-0.3127380952380952,-0.37024637892699835,0.05184334330463986,0.12442402393113568
gait,late_abrupt,tree_span_events,30,0.003948177426438271,0.009164515658249417,0.9603102466707203,0.9603102466707204
gait,late_abrupt,tree_span_time,30,0.005010086060527619,0.033648770398357064,0.855059371026763,0.9020406551491127
gait,late_abrupt,tree_root_fraction,30,-0.004166666666666665,-0.09141853588397715,0.6203474775956459,0.7753840020615368
gait,late_abrupt,tree_ascending_fraction,30,-0.03602578580839452,-0.3217560567620257,0.08855211113768457,0.19769773649343533
gait,late_abrupt,occ_L2,30,-0.013888888888888892,-0.6097498436202111,0.002316228855839514,0.010588474769552063
gait,late_abrupt,occ_L3,30,-0.04027777777777778,-0.8133180824422609,0.00011505954180386738,0.0013807145016464086
gait,late_abrupt,occ_L4,30,-0.049999999999999996,-0.8427360687858644,7.36890479696078e-05,0.0013807145016464086
gait,late_abrupt,occ_L5,30,-0.031944444444444435,-0.5358389113793028,0.00646456425031875,0.025858257001275
gait,late_abrupt,occ_L6,30,-0.004166666666666665,-0.08889267324672052,0.6299995016749986,0.7753840020615368
gait,late_abrupt,occ_L7,30,0.018055555555555554,0.26194012244680087,0.16206829881084137,0.2802075389993816
gait,late_abrupt,occ_L8,30,0.027777777777777776,0.2797724157031819,0.13626722826058,0.2642802204671921
gait,late_abrupt,occ_L9,30,-0.019444444444444438,-0.16377253143798295,0.37709540222424304,0.5403158002019005
gait,late_abrupt,occ_L10,30,0.00694444444444444,0.05440393103239792,0.7678409276983529,0.8604372426030094
gait,late_abrupt,occ_L11,30,0.0013888888888888874,0.024211853852815438,0.8954147236044903,0.9198278560742836
gait,early_gradual,mean_H,30,0.07916666666666666,0.2018812137078743,0.2779243747556139,0.41047292271598357
gait,early_gradual,sd_H,30,-0.20893225071477808,-0.615455000037609,0.0021358258995118153,0.010588474769552063
gait,early_gradual,mean_D,30,-0.05972222222222224,-0.4266079767359616,0.026575166378918675,0.07289188492503408
gait,early_gradual,sd_D,30,-0.1620215451589147,-0.43659363747028357,0.023496609755332895,0.06846503667373112
gait,early_gradual,mean_lambda,30,0.13888888888888884,0.27636951634713663,0.1409158063285626,0.2652532825008237
gait,early_gradual,sd_lambda,30,-0.3373193168547795,-0.5898969051033477,0.003065406178743558,0.012824411734828517
gait,early_gradual,multilevel,30,-0.030555555555555558,-0.43646243493780196,0.02353485635659507,0.06846503667373112
gait,early_gradual,pivot_rate,30,-0.006944444444444444,-0.11204513623586056,0.544200144464859,0.7059893766030603
gait,early_gradual,compound_pivot_fraction,30,-0.06533068783068784,-0.2620757291972708,0.16185835478593347,0.2802075389993816
gait,early_gradual,pivot_depth,30,-0.3492857142857143,-0.4205814626356341,0.02860617112733839,0.0762831230062357
gait,early_gradual,tree_span_events,30,-0.08890739695087523,-0.20290743409293294,0.27553858430732625,0.41047292271598357
gait,early_gradual,tree_span_time,30,-0.027747637232182085,-0.1729369881302759,0.35135592645628805,0.5110631657546009
gait,early_gradual,tree_root_fraction,30,0.006944444444444444,0.13505181861304874,0.4654227307150612,0.6232719179114975
gait,early_gradual,tree_ascending_fraction,30,-0.04519292301900997,-0.3717273116164796,0.05097207187910298,0.12442402393113568
gait,early_gradual,occ_L2,30,-0.011111111111111112,-0.45717503104282614,0.018154560394252117,0.056220574124135586
gait,early_gradual,occ_L3,30,-0.027777777777777773,-0.5043668951391245,0.009852802507531433,0.03637957848934682
gait,early_gradual,occ_L4,30,-0.029166666666666667,-0.4155249647792531,0.030417666523554113,0.07892151314219445
gait,early_gradual,occ_L5,30,-0.019444444444444445,-0.29727200804342335,0.11429429746020739,0.23345218204638107
gait,early_gradual,occ_L6,30,-0.006944444444444446,-0.13821752537748472,0.45512802595141877,0.6232719179114975
gait,early_gradual,occ_L7,30,0.0041666666666666675,0.049428068454445216,0.7885173293497728,0.8604372426030094
gait,early_gradual,occ_L8,30,0.03611111111111111,0.3606508035803362,0.057812618161605024,0.13536613032961176
gait,early_gradual,occ_L9,30,0.009722222222222224,0.07286679066167548,0.692737665141083,0.8312851981692997
gait,early_gradual,occ_L10,30,-0.005555555555555551,-0.049376099069394205,0.7887341390527586,0.8604372426030094
gait,early_gradual,occ_L11,30,-0.009722222222222222,-0.13443207468384402,0.46745393843362315,0.6232719179114975
gait,late_gradual,mean_H,30,0.09999999999999988,0.2806205241234251,0.1351282522170921,0.2642802204671921
gait,late_gradual,sd_H,30,-0.19893030322355168,-0.5144835105548117,0.008614324644781773,0.033079006635962006
gait,late_gradual,mean_D,30,-0.09166666666666665,-0.7308176026485291,0.0003969764300549259,0.0034645215713884443
gait,late_gradual,sd_D,30,-0.2703410293641705,-0.8210471552503947,0.00010236302274340022,0.0013807145016464086
gait,late_gradual,mean_lambda,30,0.1916666666666667,0.43153491640167946,0.02501305888512904,0.07062510744036435
gait,late_gradual,sd_lambda,30,-0.4101470245645202,-0.6932870045316581,0.0006916910255904019,0.005107872188975276
gait,late_gradual,multilevel,30,-0.04027777777777778,-0.6179431733267169,0.0020614605376697384,0.010588474769552063
gait,late_gradual,pivot_rate,30,-0.013888888888888888,-0.20238688687116352,0.2767469255899449,0.41047292271598357
gait,late_gradual,compound_pivot_fraction,30,-0.013082010582010584,-0.038924861410715286,0.8326624992443423,0.8966216718234236
gait,late_gradual,pivot_depth,30,-0.24116402116402116,-0.27042558971730357,0.14934258827218472,0.2757093937332641
gait,late_gradual,tree_span_events,30,0.009299516908212558,0.019392693129343674,0.916140630536739,0.9257842161213363
gait,late_gradual,tree_span_time,30,0.012881711623219771,0.07642415129558298,0.6785980429873388,0.8246254699592978
gait,late_gradual,tree_root_fraction,30,-0.005555555555555554,-0.10648567244457176,0.5642363600248036,0.7222225408317486
gait,late_gradual,tree_ascending_fraction,30,-0.019638622247317904,-0.1392655528927429,0.45174984287627784,0.6232719179114975
gait,late_gradual,occ_L2,30,-0.013888888888888892,-0.6097498436202111,0.002316228855839514,0.010588474769552063
gait,late_gradual,occ_L3,30,-0.03611111111111111,-0.6774179884577486,0.0008729680200319248,0.005986066423076056
gait,late_gradual,occ_L4,30,-0.041666666666666664,-0.6628679652796169,0.0010793530521602814,0.006907859533825802
gait,late_gradual,occ_L5,30,-0.027777777777777773,-0.4609275566227435,0.017310387216229718,0.056220574124135586
gait,late_gradual,occ_L6,30,-0.004166666666666666,-0.08889267324672054,0.6299995016749984,0.7753840020615368
gait,late_gradual,occ_L7,30,-0.0013888888888888885,-0.022989605498979836,0.9006647757394026,0.9198278560742836
gait,late_gradual,occ_L8,30,0.031944444444444435,0.2787534570987449,0.13764594815999587,0.2642802204671921
gait,late_gradual,occ_L9,30,-0.005555555555555549,-0.0370554457618048,0.8405828173344596,0.8966216718234236
gait,late_gradual,occ_L10,30,0.022222222222222223,0.22193895604943767,0.2339372242556737,0.37429955880907795
gait,late_gradual,occ_L11,30,-0.015277777777777776,-0.25288566048877825,0.1765815765830008,0.2922729543442772
theta_global,early_abrupt,mean_H,30,0.02222222222222232,0.07050395180786717,0.7021924174605536,1.0
theta_global,early_abrupt,sd_H,30,0.042559249059667854,0.13705391661283445,0.45889625359021,1.0
theta_global,early_abrupt,mean_D,30,-7.401486830834377e-18,-1.8077992244482297e-16,0.9999999999999992,1.0
theta_global,early_abrupt,sd_D,30,0.0012675597790710277,0.007172384137680233,0.9689325571493519,1.0
theta_global,early_abrupt,mean_lambda,30,0.022222222222222202,0.0673696823556548,0.714809001384152,1.0
theta_global,early_abrupt,sd_lambda,30,0.044457869887730164,0.11579265735131683,0.530907150345049,1.0
theta_global,early_abrupt,multilevel,30,0.0,0.0,1.0,1.0
theta_global,early_abrupt,pivot_rate,30,-0.013888888888888888,-0.17380544678845172,0.3489789085530232,1.0
theta_global,early_abrupt,compound_pivot_fraction,30,0.0171825396825397,0.06795925244362866,0.7124293627548419,1.0
theta_global,early_abrupt,pivot_depth,30,0.055277777777777745,0.06867459195365617,0.7095460440437682,1.0
theta_global,early_abrupt,tree_span_events,30,-0.13688280318715104,-0.35804110889698965,0.059536712238292724,1.0
theta_global,early_abrupt,tree_span_time,30,-0.05258020194590561,-0.35722868259521856,0.060082525492006704,1.0
theta_global,early_abrupt,tree_root_fraction,30,0.006944444444444446,0.11383320347196553,0.537835939473046,1.0
theta_global,early_abrupt,tree_ascending_fraction,30,-0.01978488711898323,-0.1546403592845378,0.403931021071653,1.0
theta_global,early_abrupt,occ_L2,30,-0.0013888888888888887,-0.18257418583505536,0.32558198801619387,1.0
theta_global,early_abrupt,occ_L3,30,0.0013888888888888894,0.06800881826676207,0.7122294376609518,1.0
theta_global,early_abrupt,occ_L4,30,0.0027777777777777775,0.09640991543856782,0.6014762511281209,1.0
theta_global,early_abrupt,occ_L5,30,0.004166666666666666,0.11836241732808936,0.5218930239354949,1.0
theta_global,early_abrupt,occ_L6,30,-0.0013888888888888896,-0.028045451118698668,0.8789802133603224,1.0
theta_global,early_abrupt,occ_L7,30,-0.004166666666666667,-0.07281239824513687,0.6929547546659335,1.0
theta_global,early_abrupt,occ_L8,30,-0.018055555555555557,-0.20206795590089538,0.27748913219582044,1.0
theta_global,early_abrupt,occ_L9,30,0.008333333333333333,0.10325582165612916,0.5760460760944794,1.0
theta_global,early_abrupt,occ_L10,30,-0.004166666666666663,-0.04446148275998096,0.8093127605361985,1.0
theta_global,early_abrupt,occ_L11,30,0.012500000000000004,0.24272716896817462,0.19405659113957305,1.0
theta_global,late_abrupt,mean_H,30,-0.020833333333333273,-0.07486619942272392,0.6847762432373202,1.0
theta_global,late_abrupt,sd_H,30,0.024897799030937133,0.07683603199019594,0.6769684628742353,1.0
theta_global,late_abrupt,mean_D,30,7.401486830834377e-18,2.1390168887322663e-16,0.9999999999999991,1.0
theta_global,late_abrupt,sd_D,30,0.005464841084978467,0.03455185608737063,0.8512165128197928,1.0
theta_global,late_abrupt,mean_lambda,30,-0.020833333333333332,-0.0748661994227241,0.6847762432373196,1.0
theta_global,late_abrupt,sd_lambda,30,0.02733877106747741,0.0720793616442265,0.6958830125046204,1.0
theta_global,late_abrupt,multilevel,30,0.0013888888888888887,0.049849817296457016,0.7867584856176066,1.0
theta_global,late_abrupt,pivot_rate,30,-0.002777777777777781,-0.035570641069682815,0.8468857889522404,1.0
theta_global,late_abrupt,compound_pivot_fraction,30,-0.029960317460317444,-0.09631283936471552,0.601840663212503,1.0
theta_global,late_abrupt,pivot_depth,30,-0.05023809523809522,-0.06542730074454649,0.7226694431031202,1.0
theta_global,late_abrupt,tree_span_events,30,-0.02688526322393603,-0.0564433569330266,0.7594154354592696,1.0
theta_global,late_abrupt,tree_span_time,30,-0.017257199902857432,-0.10102278799359872,0.5842822001287509,1.0
theta_global,late_abrupt,tree_root_fraction,30,0.0041666666666666675,0.07281239824513688,0.6929547546659335,1.0
theta_global,late_abrupt,tree_ascending_fraction,30,-0.018609484845182774,-0.14116065197387004,0.44567926370161887,1.0
theta_global,late_abrupt,occ_L2,30,0.0013888888888888887,0.10421815207042287,0.5725145639415322,1.0
theta_global,late_abrupt,occ_L3,30,0.0027777777777777775,0.12800070621274107,0.4888355698194153,1.0
theta_global,late_abrupt,occ_L4,30,0.0013888888888888887,0.04984981729645702,0.7867584856176066,1.0
theta_global,late_abrupt,occ_L5,30,-0.002777777777777778,-0.07677440291587706,0.6772121934492502,1.0
theta_global,late_abrupt,occ_L6,30,0.009722222222222222,0.2318720797544536,0.21417514032510976,1.0
theta_global,late_abrupt,occ_L7,30,-0.029166666666666664,-0.5315119661672034,0.006854328914698114,0.6580155758110189
theta_global,late_abrupt,occ_L8,30,0.015277777777777777,0.17123756305179197,0.3560385027941765,1.0
theta_global,late_abrupt,occ_L9,30,0.022222222222222216,0.18257418583505533,0.32558198801619387,1.0
theta_global,late_abrupt,occ_L10,30,-0.024999999999999998,-0.1962028929991577,0.29139295936258236,1.0
theta_global,late_abrupt,occ_L11,30,0.00416666666666667,0.057834828250010344,0.7536839696488572,1.0
theta_global,early_gradual,mean_H,30,-0.05138888888888881,-0.13972885804206228,0.45026120626440497,1.0
theta_global,early_gradual,sd_H,30,0.0594254669462415,0.137347614451704,0.4579434106340808,1.0
theta_global,early_gradual,mean_D,30,-0.00277777777777779,-0.0635974087873325,0.730102965664637,1.0
theta_global,early_gradual,sd_D,30,-0.012340716569724405,-0.06430949608193565,0.7272070518733852,1.0
theta_global,early_gradual,mean_lambda,30,-0.048611111111111015,-0.12344739605558615,0.5043030519789767,1.0
theta_global,early_gradual,sd_lambda,30,0.05217205976932413,0.10219723533239088,0.579943281418727,1.0
theta_global,early_gradual,multilevel,30,-0.002777777777777778,-0.08493485944097812,0.6452574929886925,1.0
theta_global,early_gradual,pivot_rate,30,-0.01944444444444444,-0.2519805374273586,0.1780867884942269,1.0
theta_global,early_gradual,compound_pivot_fraction,30,-0.005674603174603175,-0.01817096423075808,0.9214051012688101,1.0
theta_global,early_gradual,pivot_depth,30,0.04234126984126985,0.04496257667468148,0.8072079261041561,1.0
theta_global,early_gradual,tree_span_events,30,0.000638371290545181,0.0014298247889287707,0.9938050794407253,1.0
theta_global,early_gradual,tree_span_time,30,-0.01073477153130686,-0.06877190603638611,0.7091541371248213,1.0
theta_global,early_gradual,tree_root_fraction,30,-0.0013888888888888896,-0.025652368718617,0.8892333300002706,1.0
theta_global,early_gradual,tree_ascending_fraction,30,-0.04250517598343684,-0.2589773474995126,0.16670939780251318,1.0
theta_global,early_gradual,occ_L2,30,0.0,0.0,1.0,1.0
theta_global,early_gradual,occ_L3,30,0.0,0.0,1.0,1.0
theta_global,early_gradual,occ_L4,30,0.004166666666666667,0.11302800713308082,0.54069697363369,1.0
theta_global,early_gradual,occ_L5,30,-0.0013888888888888885,-0.0312636892834224,0.8652256608552152,1.0
theta_global,early_gradual,occ_L6,30,0.013888888888888897,0.22675634437940678,0.22418906451187945,1.0
theta_global,early_gradual,occ_L7,30,-0.008333333333333333,-0.09417272178848814,0.6099008887729086,1.0
theta_global,early_gradual,occ_L8,30,-0.016666666666666666,-0.19406786870148718,0.29657472240465776,1.0
theta_global,early_gradual,occ_L9,30,0.015277777777777777,0.13049212352822978,0.48048741256695426,1.0
theta_global,early_gradual,occ_L10,30,-0.0041666666666666735,-0.04121755616415523,0.8229732745526316,1.0
theta_global,early_gradual,occ_L11,30,-0.005555555555555554,-0.10648567244457174,0.5642363600248036,1.0
theta_global,late_gradual,mean_H,30,0.0,0.0,1.0,1.0
theta_global,late_gradual,sd_H,30,-0.0022147848876668172,-0.005847484723681124,0.9746691476015079,1.0
theta_global,late_gradual,mean_D,30,-0.004166666666666674,-0.10421815207042302,0.5725145639415316,1.0
theta_global,late_gradual,sd_D,30,-0.01914485474412212,-0.11162006695039772,0.5457188569650978,1.0
theta_global,late_gradual,mean_lambda,30,0.004166666666666667,0.011286157202608215,0.9511327882968189,1.0
theta_global,late_gradual,sd_lambda,30,-0.014720691528179364,-0.03333873661924112,0.8563794830182612,1.0
theta_global,late_gradual,multilevel,30,-0.002777777777777777,-0.0901290702255376,0.6252664336285332,1.0
theta_global,late_gradual,pivot_rate,30,-6.47630097698008e-18,-7.516686230719063e-17,0.9999999999999997,1.0
theta_global,late_gradual,compound_pivot_fraction,30,-0.008611111111111115,-0.02778541793306461,0.8800933201084952,1.0
theta_global,late_gradual,pivot_depth,30,-0.051124338624338635,-0.05478499637411687,0.7662643997546781,1.0
theta_global,late_gradual,tree_span_events,30,-0.11110389610389615,-0.28007172524473967,0.1358643801315623,1.0
theta_global,late_gradual,tree_span_time,30,-0.0393978924532593,-0.2687578392573064,0.15177836255430938,1.0
theta_global,late_gradual,tree_root_fraction,30,0.009722222222222222,0.2055576316622232,0.26944545596011116,1.0
theta_global,late_gradual,tree_ascending_fraction,30,-0.03458247066942719,-0.22832609178139224,0.22107951960096306,1.0
theta_global,late_gradual,occ_L2,30,-0.0013888888888888887,-0.18257418583505536,0.32558198801619387,1.0
theta_global,late_gradual,occ_L3,30,0.0,0.0,1.0,1.0
theta_global,late_gradual,occ_L4,30,0.0013888888888888887,0.046399703042850786,0.801179503074427,1.0
theta_global,late_gradual,occ_L5,30,0.002777777777777778,0.051890893321048674,0.7782627969762179,1.0
theta_global,late_gradual,occ_L6,30,0.001388888888888891,0.030356425211748528,0.8690991006131835,1.0
theta_global,late_gradual,occ_L7,30,-0.023611111111111107,-0.38335067697806474,0.04457053132143662,1.0
theta_global,late_gradual,occ_L8,30,0.01944444444444444,0.23387158856606363,0.21035471948124804,1.0
theta_global,late_gradual,occ_L9,30,-0.013888888888888888,-0.13354841201520712,0.470359063596145,1.0
theta_global,late_gradual,occ_L10,30,0.01388888888888889,0.15028529462968582,0.41714259651018837,1.0
theta_global,late_gradual,occ_L11,30,-0.004166666666666667,-0.06404559903150334,0.7282797918274485,1.0
alpha_global,early_abrupt,mean_H,30,0.016666666666666607,0.0437586948394354,0.8122672506819153,0.9867852259112306
alpha_global,early_abrupt,sd_H,30,8.444595266754451e-05,0.0001940840141646937,0.9991590944997648,1.0
alpha_global,early_abrupt,mean_D,30,-0.006944444444444457,-0.3614285968633785,0.0573072855932361,0.8978141409606989
alpha_global,early_abrupt,sd_D,30,-0.034020690871988585,-0.3614285968633787,0.057307285593236064,0.8978141409606989
alpha_global,early_abrupt,mean_lambda,30,0.02361111111111113,0.06034345405265559,0.7433871503351743,0.9812550639243697
alpha_global,early_abrupt,sd_lambda,30,-0.016354127404273687,-0.03513093737230612,0.8487543242953716,0.9867852259112306
alpha_global,early_abrupt,multilevel,30,-0.006944444444444444,-0.3614285968633786,0.0573072855932361,0.8978141409606989
alpha_global,early_abrupt,pivot_rate,30,0.01388888888888889,0.16618979396776332,0.3701900300817368,0.9305120543675008
alpha_global,early_abrupt,compound_pivot_fraction,30,0.0478042328042328,0.13178045352130588,0.4762027823528027,0.9305120543675008
alpha_global,early_abrupt,pivot_depth,30,-0.18780423280423278,-0.18873816367785856,0.309791959243225,0.9305120543675008
alpha_global,early_abrupt,tree_span_events,30,0.037567287784679076,0.09884498090302334,0.5923697873811226,0.9305120543675008
alpha_global,early_abrupt,tree_span_time,30,0.015192584815546776,0.12374305896520825,0.5032905054875059,0.9305120543675008
alpha_global,early_abrupt,tree_root_fraction,30,-0.009722222222222222,-0.178837620317128,0.33541767067561445,0.9305120543675008
alpha_global,early_abrupt,tree_ascending_fraction,30,0.010002823263692834,0.06862385599568777,0.7097504018830615,0.9812550639243697
alpha_global,early_abrupt,occ_L2,30,0.0,,,
alpha_global,early_abrupt,occ_L3,30,-0.002777777777777778,-0.18257418583505539,0.3255819880161937,0.9305120543675008
alpha_global,early_abrupt,occ_L4,30,-0.005555555555555555,-0.17180378179831648,0.35447376957969096,0.9305120543675008
alpha_global,early_abrupt,occ_L5,30,-0.004166666666666667,-0.12453120649208506,0.5005968941491585,0.9305120543675008
alpha_global,early_abrupt,occ_L6,30,0.0027777777777777775,0.04492319278308284,0.8073733043488819,0.9867852259112306
alpha_global,early_abrupt,occ_L7,30,0.002777777777777777,0.058341716366118325,0.751599623431432,0.9812550639243697
alpha_global,early_abrupt,occ_L8,30,0.01111111111111111,0.11429375776070652,0.5362030951500089,0.9305120543675008
alpha_global,early_abrupt,occ_L9,30,-0.016666666666666666,-0.13537146833501704,0.46437710134994603,0.9305120543675008
alpha_global,early_abrupt,occ_L10,30,-0.004166666666666667,-0.03074978693917561,0.8674192846180098,0.9867852259112306
alpha_global,early_abrupt,occ_L11,30,0.00972222222222222,0.17200487091767064,0.3539191655681987,0.9305120543675008
alpha_global,late_abrupt,mean_H,30,0.0472222222222222,0.11943027103233779,0.5181717362492224,0.9305120543675008
alpha_global,late_abrupt,sd_H,30,0.036859356531527485,0.10280611852958635,0.5777000767581406,0.9305120543675008
alpha_global,late_abrupt,mean_D,30,-7.401486830834377e-18,-2.3914935841127266e-16,0.999999999999999,1.0
alpha_global,late_abrupt,sd_D,30,-0.004197281305907437,-0.029700221390785504,0.871902740692682,0.9867852259112306
alpha_global,late_abrupt,mean_lambda,30,0.04722222222222238,0.11409387112585298,0.536911448484006,0.9305120543675008
alpha_global,late_abrupt,sd_lambda,30,0.03810495092569406,0.09277895737432404,0.6151771538963221,0.9326879430041013
alpha_global,late_abrupt,multilevel,30,0.0,0.0,1.0,1.0
alpha_global,late_abrupt,pivot_rate,30,0.01805555555555555,0.20360034354107756,0.2739360247149536,0.9305120543675008
alpha_global,late_abrupt,compound_pivot_fraction,30,-0.035105820105820106,-0.11872085797801589,0.5206423086514731,0.9305120543675008
alpha_global,late_abrupt,pivot_depth,30,-0.17216931216931222,-0.20186175043621846,0.27796976619784053,0.9305120543675008
alpha_global,late_abrupt,tree_span_events,30,-0.05514367275236842,-0.13216271833041465,0.4749357260837116,0.9305120543675008
alpha_global,late_abrupt,tree_span_time,30,-0.015240756752305669,-0.10908223308829623,0.5548319785613834,0.9305120543675008
alpha_global,late_abrupt,tree_root_fraction,30,0.0027777777777777775,0.05301016430251697,0.7736157300652057,0.9867852259112306
alpha_global,late_abrupt,tree_ascending_fraction,30,0.00813256791517661,0.05216088576241793,0.7771410522844282,0.9867852259112306
alpha_global,late_abrupt,occ_L2,30,0.0013888888888888887,0.18257418583505536,0.32558198801619387,0.9305120543675008
alpha_global,late_abrupt,occ_L3,30,0.0,0.0,1.0,1.0
alpha_global,late_abrupt,occ_L4,30,0.0013888888888888885,0.04121755616415514,0.8229732745526319,0.9867852259112306
alpha_global,late_abrupt,occ_L5,30,0.0013888888888888896,0.02738494751502782,0.8818080742185465,0.9867852259112306
alpha_global,late_abrupt,occ_L6,30,-0.00972222222222222,-0.2243580206524867,0.22900331409197255,0.9305120543675008
alpha_global,late_abrupt,occ_L7,30,-0.015277777777777777,-0.3668775764722388,0.05387427121012313,0.8978141409606989
alpha_global,late_abrupt,occ_L8,30,0.03888888888888889,0.4480024717445938,0.020380051572030433,0.8978141409606989
alpha_global,late_abrupt,occ_L9,30,-0.026388888888888892,-0.2722247623359282,0.14675017203233992,0.9305120543675008
alpha_global,late_abrupt,occ_L10,30,-0.02916666666666666,-0.2505848219321478,0.18042752311814922,0.9305120543675008
alpha_global,late_abrupt,occ_L11,30,0.037500000000000006,0.5764103912835301,0.0037015418875985364,0.3479449374342624
alpha_global,early_gradual,mean_H,30,-0.06388888888888887,-0.17079016682184558,0.3572781092231441,0.9305120543675008
alpha_global,early_gradual,sd_H,30,0.03517788244746575,0.09577995043696519,0.6038429288980591,0.9305120543675008
alpha_global,early_gradual,mean_D,30,0.001388888888888884,0.041217556164155005,0.8229732745526325,0.9867852259112306
alpha_global,early_gradual,sd_D,30,-0.0041255439955592095,-0.031101713463930532,0.8659169475310542,0.9867852259112306
alpha_global,early_gradual,mean_lambda,30,-0.06527777777777762,-0.16709345946240936,0.3676298937259295,0.9305120543675008
alpha_global,early_gradual,sd_lambda,30,0.04097300572477889,0.09623127197659798,0.6021469385140971,0.9305120543675008
alpha_global,early_gradual,multilevel,30,0.0,0.0,1.0,1.0
alpha_global,early_gradual,pivot_rate,30,0.008333333333333333,0.08441153431437627,0.6472870034831124,0.9360765896525011
alpha_global,early_gradual,compound_pivot_fraction,30,0.034034391534391535,0.09740099724084178,0.5977618581754566,0.9305120543675008
alpha_global,early_gradual,pivot_depth,30,-0.1288756613756614,-0.1352858865596823,0.46465691915283946,0.9305120543675008
alpha_global,early_gradual,tree_span_events,30,0.08184547336721251,0.1790470911106906,0.3348610094509356,0.9305120543675008
alpha_global,early_gradual,tree_span_time,30,0.04098082925528579,0.2568949368177337,0.17003389423533258,0.9305120543675008
alpha_global,early_gradual,tree_root_fraction,30,-0.0027777777777777775,-0.06359740878733221,0.7301029656646381,0.9812550639243697
alpha_global,early_gradual,tree_ascending_fraction,30,0.029010602923646395,0.1444683473249642,0.4352016747518829,0.9305120543675008
alpha_global,early_gradual,occ_L2,30,0.0013888888888888887,0.18257418583505536,0.3255819880161937,0.9305120543675008
alpha_global,early_gradual,occ_L3,30,0.0,0.0,1.0,1.0
