subject,task,key,tr,n_volumes,n_anchors,n_peaks,n_frames,n_events,mean_H,sd_H,mean_D,sd_D,mean_lambda,sd_lambda,multilevel,pivot_rate,compound_pivot_fraction,pivot_depth,tree_span_events,tree_span_time,tree_root_fraction,projection_depth_mean,projection_error_ms_mean,projection_error_ms_max,surz_mean_H,surrmean_mean_H,surz_mean_D,surrmean_mean_D,surz_mean_lambda,surrmean_mean_lambda,surz_multilevel,surrmean_multilevel,surz_pivot_rate,surrmean_pivot_rate,surz_tree_span_events,surrmean_tree_span_events,surz_tree_span_time,surrmean_tree_span_time
sub-0001,shortvideo,ds007070/sub-0001/ses-03/func/sub-0001_ses-03_task-shortvideo_acq-mb8_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,0.46000000834465027,1616,63,230,62,222,6.81981981981982,1.4657365649377254,1.2297297297297298,0.6426887235682112,6.59009009009009,1.7537267341038052,0.14864864864864866,0.26576576576576577,0.711864406779661,2.1186440677966103,3.2181818181818183,1.7894886363636364,0.009009009009009009,2.7072072072072073,102.19750343662082,229.8914554363738,-1.276697910410897,6.912669113560404,2.7475952514470046,1.1410634416656258,-2.0758315211489666,6.77160567189478,3.1606664662024513,0.09238601912447358,0.24198748165798384,0.2621347239409303,0.5759397291155705,3.0933497017047316,0.33920116414653606,1.7485799411205982
sub-0002,shortvideo,ds007070/sub-0002/ses-03/func/sub-0002_ses-03_task-shortvideo_acq-mb8_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,0.46000000834465027,1616,63,195,62,190,7.015789473684211,1.5650830083957314,1.1736842105263159,0.6226263754878018,6.842105263157895,1.824673860681889,0.09473684210526316,0.23684210526315788,0.6,1.9777777777777779,2.9894179894179893,1.9427910052910053,0.005263157894736842,3.0,95.47001210783385,224.4923141454367,1.1451220500379182,6.902786700367978,0.7198476572276408,1.1418309084458782,0.661480160844403,6.760955791922099,0.2560772970467958,0.08938226255119863,-0.8876534224832847,0.2543143085951305,-0.46950914672919253,3.1010931933611796,-0.6792734158403695,2.0515448503754117
sub-0003,shortvideo,ds007070/sub-0003/ses-03/func/sub-0003_ses-03_task-shortvideo_acq-mb8_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,0.46000000834465027,1616,63,220,62,212,6.976415094339623,1.4875184900227987,1.1179245283018868,0.4671781112616007,6.8584905660377355,1.6200092401894517,0.08018867924528301,0.27358490566037735,0.6206896551724138,1.9482758620689655,2.8708133971291865,1.6824162679425838,0.014150943396226415,2.957547169811321,101.52283087998077,229.07356728765288,0.5974125885679874,6.9340994477456706,-0.8074822175686276,1.1467742147024742,0.8092446095081041,6.7873252330431955,-0.7790433879605868,0.09514026626173964,0.6475873730725905,0.2645870521176447,-1.1675049417854118,3.1214668501280034,-1.0843452717536357,1.8262771886713345
sub-0004,shortvideo,ds007070/sub-0004/ses-03/func/sub-0004_ses-03_task-shortvideo_acq-mb8_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,0.46000000834465027,1616,63,234,62,226,7.008849557522124,1.528953601337937,1.1327433628318584,0.49896648346599276,6.876106194690266,1.7133864757664086,0.07964601769911504,0.252212389380531,0.6491228070175439,2.017543859649123,3.126126126126126,1.6804617117117118,0.017699115044247787,2.9734513274336285,101.11703597056353,229.31732447045025,0.851692358559379,6.948628195924777,-0.5153697438779087,1.1457943834363455,0.9110697954472219,6.802833812488432,-0.9553517326685471,0.09496394492406443,0.00013851439144727884,0.25221065485627436,-0.1319864227261152,3.162898148063128,-0.39257848747892876,1.7369639593255515
sub-0005,shortvideo,ds007070/sub-0005/ses-03/func/sub-0005_ses-03_task-shortvideo_acq-mb8_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,0.46000000834465027,1616,63,228,62,221,6.868778280542986,1.5332594071806436,1.167420814479638,0.5343025609668152,6.701357466063349,1.7532950702763548,0.11312217194570136,0.2669683257918552,0.5932203389830508,2.1016949152542375,3.096330275229358,1.7537270642201834,0.013574660633484163,2.823529411764706,107.17865703135311,228.52209078524814,-0.9581995813344155,6.933011248126495,0.20720852514318747,1.1598730679375557,-0.8645454299722738,6.773138180188939,0.6748330959357335,0.1009622803434195,0.4198607946597797,0.2625092522491695,-0.0632928669035352,3.111683884153513,-0.07258450680546803,1.7639106479950548
sub-0006,shortvideo,ds007070/sub-0006/ses-03/func/sub-0006_ses-03_task-shortvideo_acq-mb8_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,0.46000000834465027,1616,63,185,62,179,6.865921787709497,1.504267567687606,1.100558659217877,0.3979578780013794,6.76536312849162,1.63896591712862,0.07262569832402235,0.22346368715083798,0.725,2.225,3.4745762711864407,2.445268361581921,0.0111731843575419,2.9608938547486034,105.84445820226173,229.04833399829818,-0.4354605801948585,6.900180661426584,-0.8695069133840795,1.1353399010327414,0.0050246496543371365,6.764840760393843,-0.7857982082733821,0.08980167490619934,-2.0631089694151936,0.25859051210519557,2.184968852730709,2.989602346901807,2.4191746467913213,2.073482340496752
sub-0007,shortvideo,ds007070/sub-0007/ses-03/func/sub-0007_ses-03_task-shortvideo_acq-mb8_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,0.46000000834465027,1616,63,216,62,205,6.9365853658536585,1.612110432887278,1.1414634146341462,0.46913333202169005,6.795121951219512,1.7951393003341043,0.0975609756097561,0.24878048780487805,0.7058823529411765,2.235294117647059,3.4088669950738915,2.0520320197044337,0.00975609756097561,2.8780487804878048,100.64582716247747,228.47301303781842,0.07147587172304497,6.931522799871542,-0.09294094381008064,1.1453666250558796,0.08934497757735772,6.78615617481566,0.194933403292975,0.09304758081295406,-0.4384118468962304,0.2563738776350568,1.2180690129264231,3.042277472636957,1.261539647077116,1.8206854051713788
sub-0008,shortvideo,ds007070/sub-0008/ses-03/func/sub-0008_ses-03_task-shortvideo_acq-mb8_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,0.46000000834465027,1616,63,219,62,214,6.906542056074766,1.58355818683332,1.1401869158878504,0.5118061203273443,6.766355140186916,1.7792726226667954,0.08878504672897196,0.2757009345794392,0.6779661016949152,2.0338983050847457,2.9859154929577465,1.7232981220657277,0.004672897196261682,2.892523364485981,96.54627087268447,229.94697445077966,-0.3488282372460159,6.932059882245896,-0.25067446484899447,1.1494705623186334,-0.18090109450219968,6.782589319927264,-0.3225470098558823,0.09495359720589405,0.845242050659671,0.26394423430232944,-0.5613834079141028,3.1243858770075525,-0.7995050116991165,1.847927543533509
sub-0009,shortvideo,ds007070/sub-0009/ses-03/func/sub-0009_ses-03_task-shortvideo_acq-mb8_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,0.46000000834465027,1616,63,224,62,216,6.967592592592593,1.365306249226683,1.1481481481481481,0.5249994873054386,6.819444444444445,1.5700071594168463,0.09722222222222222,0.25462962962962965,0.5818181818181818,1.8181818181818181,2.896713615023474,1.681338028169014,0.013888888888888888,2.888888888888889,104.66523225618641,229.411554441365,0.5865142317196576,6.933281206176952,-0.011141396748736824,1.1484969150506334,0.45460338957661456,6.78478429112632,0.03894143927739938,0.0964468158013012,-0.2058667268258783,0.25780834926863555,-0.901336123107746,3.1267918009602584,-0.7609815804241378,1.7918794240222466
sub-0010,shortvideo,ds007070/sub-0010/ses-03/func/sub-0010_ses-03_task-shortvideo_acq-mb8_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,0.46000000834465027,1616,63,221,62,212,6.910377358490566,1.5657730852700282,1.1320754716981132,0.45821561385378096,6.778301886792453,1.7287370245070928,0.08962264150943396,0.2688679245283019,0.6666666666666666,2.175438596491228,2.9571428571428573,1.7508928571428573,0.009433962264150943,2.839622641509434,98.41044844245589,222.59994467846766,-0.4357187664623829,6.937084428278274,-0.2852720975819711,1.1424048460750624,-0.2025586179188191,6.794679582203211,-0.07389321277372739,0.0910784472065732,0.33379913739956224,0.2636866143712201,-0.9153743219713588,3.138528577323158,-0.6685154510135213,1.8324943508951959
