contrast,feature,other_mean,pd_mean,diff_pd_minus_other,welch_p,hedges_g,q_BH_within_contrast
pd-vs-control,mean_lambda,7.14306640625,7.268694196428571,0.12562779017857117,0.23107939792607773,0.4286218856543451,0.4450413639532668
pd-vs-control,multilevel,0.33447265625,0.31919642857142855,-0.015276227678571452,0.2608789392937397,-0.4011951413248985,0.4450413639532668
pd-vs-control,projection_error_ms_mean,2.2374047173394094,2.302977546812996,0.06557282947358667,0.2740191578109719,0.40626762425653246,0.4450413639532668
pd-vs-control,RTO_mean_H,8.8193359375,8.986607142857142,0.16727120535714235,0.2762325707296139,0.3861984016631311,0.4450413639532668
pd-vs-control,RTO_mean_lambda,8.8193359375,8.986607142857142,0.16727120535714235,0.2762325707296139,0.3861984016631311,0.4450413639532668
pd-vs-control,pivot_rate,0.292236328125,0.302734375,0.010498046875,0.41743682125545123,0.28103962449248476,0.6371404113898993
pd-vs-control,RHS_mean_H,8.7490234375,8.8359375,0.0869140625,0.46592252761750425,0.2586195864659013,0.6755876650453811
pd-vs-control,LTO_mean_lambda,8.966796875,8.897321428571429,-0.06947544642857117,0.5438162571503217,-0.21610851327804598,0.7252877970468578
pd-vs-control,mean_H,8.4814453125,8.426618303571429,-0.054827008928571175,0.550218328794168,-0.2125803059097909,0.7252877970468578
pd-vs-control,LTO_mean_H,8.9951171875,8.958705357142858,-0.03641183035714235,0.7430742881522783,-0.11651853828668925,0.9369197546267857
pd-vs-control,projection_error_ms_max,5.0,5.0,0.0,1.0,0.0,1.0
pd-vs-control,tree_root_fraction,0.00390625,0.00390625,0.0,,,1.0
pd-vs-control,LHS_mean_lambda,3.015625,3.015625,0.0,,,1.0
pd-vs-control,LHS_multilevel,1.0,1.0,0.0,,,1.0
pd-vs-control,RTO_mean_D,1.0,1.0,0.0,,,1.0
pd-vs-control,RTO_multilevel,0.0,0.0,0.0,,,1.0
pd-vs-hd,compound_pivot_fraction,0.7783561632847955,0.8612248236014676,0.08286866031667206,0.004342800982021983,1.0083817717602162,0.04305074205967061
pd-vs-hd,LHS_mean_H,7.331597222222222,6.925223214285714,-0.4063740079365079,0.004453525040655581,-1.0147008324987685,0.04305074205967061
pd-vs-hd,LHS_mean_D,5.315972222222222,4.909598214285714,-0.4063740079365079,0.004453525040655581,-1.0147008324987685,0.04305074205967061
pd-vs-hd,pivot_depth,2.4557296590654905,2.6527261850921966,0.19699652602670614,0.02865121311614764,0.810408528909933,0.20772129509207038
pd-vs-hd,mean_H,8.60763888888889,8.426618303571429,-0.18102058531746046,0.038719282891240436,-0.7429984496037241,0.2245718407691945
pd-vs-hd,LTO_mean_H,9.128472222222221,8.958705357142858,-0.16976686507936378,0.07701366203123558,-0.6533973646856316,0.3722326998176386
pd-vs-hd,pivot_rate,0.2897135416666667,0.302734375,0.013020833333333315,0.09867413191645398,0.5823404562182845,0.3924155478101264
pd-vs-hd,mean_D,2.2265625,2.157924107142857,-0.0686383928571428,0.1297458818708352,-0.5119976223445438,0.3924155478101264
pd-vs-hd,LTO_mean_lambda,9.044270833333334,8.897321428571429,-0.1469494047619051,0.13105837642247786,-0.552632595493603,0.3924155478101264
pd-vs-hd,RHS_mean_lambda,8.463541666666666,8.175223214285714,-0.28831845238095255,0.15536451156860728,-0.5231816637785327,0.3924155478101264
pd-vs-hd,mean_lambda,7.381076388888889,7.268694196428571,-0.11238219246031811,0.186956256171876,-0.4785341503625868,0.3924155478101264
pd-vs-hd,projection_depth_mean,4.836226851851851,4.686383928571429,-0.14984292328042237,0.18695625617188108,-0.47853415036258107,0.3924155478101264
pd-vs-hd,RHS_mean_H,8.969618055555555,8.8359375,-0.13368055555555536,0.18957983776685408,-0.4669809895333781,0.3924155478101264
pd-vs-hd,RHS_multilevel,0.17881944444444445,0.22991071428571427,0.051091269841269826,0.1970275835784113,0.4828479944471325,0.3924155478101264
pd-vs-hd,RHS_mean_D,1.5060763888888888,1.6607142857142858,0.15463789682539697,0.20297355921213434,0.47012353854907923,0.3924155478101264
pd-vs-hd,tree_span_time,1.2307200844764783,1.2412990196078433,0.010578935131364986,0.28161203479779495,0.3816999237326886,0.4953499787316202
pd-vs-hd,projection_error_ms_mean,2.2422545633198303,2.302977546812996,0.06072298349316574,0.2903775737392256,0.3939070471425165,0.4953499787316202
pd-vs-hd,projection_error_ms_max,4.994212962962964,5.0,0.005787037037036313,0.33133276203873563,0.3052185620414645,0.5057184262697242
pd-vs-hd,tree_root_fraction,0.003907958770778652,0.00390625,-1.7087707786522799e-06,0.3313327620387848,-0.30521856204143255,0.5057184262697242
pd-vs-hd,multilevel,0.3098958333333333,0.31919642857142855,0.009300595238095233,0.39479803180053447,0.3039801305796851,0.5724571461107749
pd-vs-hd,LTO_mean_D,1.0842013888888888,1.0613839285714286,-0.022817460317460236,0.4902479819958543,-0.23452937569405732,0.677009117994275
pd-vs-hd,LTO_multilevel,0.06076388888888889,0.046875,-0.013888888888888888,0.5368310700459472,-0.20897186536034404,0.7076409559696577
pd-vs-hd,tree_span_events,2.6950898585169685,2.6910364145658265,-0.004053443951141933,0.7836342564010523,-0.0948151733069347,0.9880605841578486
pd-vs-hd,RTO_mean_H,9.000868055555555,8.986607142857142,-0.014260912698413009,0.9031430566396517,-0.04298356796127149,1.0
pd-vs-hd,RTO_mean_lambda,9.000868055555555,8.986607142857142,-0.014260912698413009,0.9031430566396517,-0.04298356796127149,1.0
pd-vs-hd,LHS_mean_lambda,3.015625,3.015625,0.0,,,1.0
pd-vs-hd,LHS_multilevel,1.0,1.0,0.0,,,1.0
pd-vs-hd,RTO_mean_D,1.0,1.0,0.0,,,1.0
pd-vs-hd,RTO_multilevel,0.0,0.0,0.0,,,1.0
